"id_train","x","y","z"
179,0.474876,0.998291,-0.840296
180,0.512398,0.837263,0.113705
181,0.331746,0.761349,-0.330585
182,0.428443,0.039094,4.82184
183,0.775051,0.787304,-0.0971
184,0.550393,0.622477,1.788194
185,0.214115,0.402167,1.693068
186,0.070558,0.685496,-2.683486
187,0.522896,0.209491,-1.185649
188,0.021363,0.007355,-2.42905
189,0.373968,0.069764,3.588057
190,0.107622,0.221546,-4.295483
191,0.980514,0.259312,-1.576812
192,0.197833,0.987839,-0.359495
193,0.09604,0.60766,-2.77351
194,0.687083,0.799725,0.31618
195,0.394675,0.812314,-0.21411
196,0.461219,0.18471,1.114359
197,0.901152,0.012039,-0.389951
198,0.527749,0.811429,0.084497
199,0.450645,0.776593,-0.046853
200,0.613535,0.919585,-0.628041
201,0.638132,0.515007,-0.146159
202,0.626978,0.812284,0.252907
203,0.145525,0.087373,-3.084143
204,0.819593,0.294636,-1.62967
205,0.161395,0.002487,-1.860876
206,0.27393,0.349401,2.175491
207,0.82298,0.485267,-1.126137
208,0.968124,0.522469,-1.996705
209,0.241413,0.188281,-1.151596
210,0.948058,0.553674,-1.688887
211,0.206607,0.689006,-1.546694
212,0.521645,0.885557,0.120677
213,0.588556,0.663798,1.214955
214,0.020218,0.947738,-1.995683
215,0.332753,0.72781,-0.84301
216,0.54789,0.677287,1.080352
217,0.683574,0.964935,-1.583169
218,0.903639,0.345281,-3.354868
219,0.083452,0.065614,-1.735448
220,0.866712,0.915648,-1.89975
221,0.007996,0.645594,-3.308158
222,0.477211,0.395895,-0.554097
223,0.500786,0.553902,0.480049
224,0.740993,0.466041,-1.264156
225,0.010254,0.203479,-0.451581
226,0.392737,0.011383,2.963578
227,0.360235,0.587976,-0.984576
228,0.310369,0.377874,2.14023
229,0.142382,0.935348,-0.816522
230,0.909178,0.656825,-1.207803
231,0.145815,0.589303,-2.129146
232,0.100343,0.667247,-2.870527
233,0.422202,0.458656,-0.019094
234,0.262715,0.021744,1.951046
235,0.158999,0.973434,-0.771521
236,0.645869,0.862547,-0.140268
237,0.654902,0.796551,0.650314
238,0.16289,0.713634,-2.552343
239,0.298695,0.353933,2.079229
240,0.234485,0.654688,-1.273973
241,0.765026,0.45304,-1.176999
242,0.157336,0.288289,-1.156808
243,0.986572,0.421836,-2.753504
244,0.689967,0.918776,-0.925851
245,0.545327,0.006775,-0.713749
246,0.16585,0.191272,-4.050265
247,0.66302,0.351598,-1.104511
248,0.324102,0.668254,-1.14189
249,0.93167,0.224369,-2.666185
250,0.289845,0.790524,-0.346071
251,0.254368,0.468971,0.801746
252,0.210666,0.562844,-1.251371
253,0.130343,0.161563,-5.639839
254,0.284657,0.18854,1.19548
255,0.683864,0.509911,-0.063164
256,0.948684,0.957382,-1.458442
257,0.228168,0.451423,1.693442
258,0.580972,0.633143,1.328787
259,0.540948,0.227863,-2.184219
260,0.948669,0.353704,-4.107985
261,0.427222,0.518212,-0.765691
262,0.884779,0.127214,-0.27162
263,0.597253,0.616541,1.357302
264,0.831327,0.558816,-0.355393
265,0.47364,0.087266,2.176261
266,0.492882,0.834974,0.176218
267,0.572671,0.84036,0.031936
268,0.792752,0.600198,0.714205
269,0.282673,0.524041,-0.824364
270,0.428504,0.471458,-0.911908
271,0.727382,0.956832,-1.979728
272,0.925368,0.122011,-0.296975
273,0.760678,0.437919,-1.011323
274,0.503838,0.031189,0.745488
275,0.005661,0.878355,-3.042976
276,0.256123,0.071519,-0.167928
277,0.683787,0.341283,-1.560249
278,0.108553,0.109361,-3.552702
279,0.311879,0.591516,-1.029185
280,0.283391,0.727733,-0.217163
281,0.404852,0.302312,-0.868583
282,0.205692,0.844739,-0.510376
283,0.283482,0.168902,0.539317
284,0.772488,0.152132,0.61194
285,0.065782,0.224872,-3.11507
286,0.409155,0.729641,-0.319249
287,0.811948,0.557473,0.05544
288,0.109865,0.245151,-2.960584
289,0.843046,0.062455,0.269547
290,0.60325,0.643183,1.096543
291,0.673213,0.720256,1.137908
292,0.753384,0.914412,-1.48449
293,0.486824,0.955154,-0.776059
294,0.627207,0.929412,-0.737179
295,0.020127,0.641352,-3.704243
296,0.098665,0.424369,-1.918857
297,0.609857,0.123369,-0.286244
298,0.092119,0.651255,-2.61554
299,0.724956,0.40441,-0.73228
300,0.688685,0.132006,-0.060765
301,0.005661,0.976837,-1.091643
302,0.761944,0.247333,-1.954677
303,0.826917,0.057359,-0.231381
304,0.629709,0.014908,-1.855796
305,0.16141,0.484565,-0.7002
306,0.775448,0.60763,0.903281
307,0.449607,0.385748,0.109606
308,0.213993,0.963882,-0.299574
309,0.022477,0.82562,-2.236717
310,0.717235,0.249577,-1.581854
311,0.695827,0.486824,-0.369373
312,0.895232,0.275196,-2.050742
313,0.376745,0.510384,-0.241567
314,0.40264,0.980331,-0.796751
315,0.407721,0.904097,-0.66859
316,0.365179,0.369863,-0.298642
317,0.130968,0.185367,-5.94148
318,0.304723,0.750103,-0.31291
319,0.959457,0.234394,-2.504293
320,0.28574,0.004746,3.08524
321,0.348547,0.956344,-0.289821
322,0.843671,0.584527,-0.399115
323,0.073213,0.035401,-3.557544
324,0.461219,0.878752,-0.521632
325,0.82208,0.413687,-1.823202
326,0.544289,0.15938,-0.292787
327,0.390768,0.008896,3.165146
328,0.424201,0.544259,-0.471457
329,0.209049,0.06772,-1.668071
330,0.654612,0.209522,-1.272065
331,0.218738,0.401343,1.191489
332,0.329458,0.073793,2.023676
333,0.579294,0.622538,1.421014
334,0.853056,0.367117,-2.265498
335,0.300557,0.161761,1.653401
336,0.474235,0.669825,0.916139
337,0.343282,0.308339,-0.731786
338,0.649012,0.660319,1.294046
339,0.883635,0.48806,-2.271712
340,0.951476,0.44744,-2.764863
341,0.748852,0.827726,-0.177093
342,0.188128,0.549599,-0.847081
343,0.572992,0.300191,-1.001589
344,0.981521,0.891508,-1.57343
345,0.110002,0.234974,-3.333088
346,0.268696,0.759899,0.145063
347,0.533516,0.275303,-0.31173
348,0.796445,0.168017,0.429095
349,0.916365,0.679942,-1.148592
350,0.19089,0.064561,-1.570225
351,0.237278,0.705348,-0.726183
352,0.808331,0.329366,-1.737499
353,0.121035,0.581628,-1.979439
354,0.616022,0.642344,1.118033
355,0.624216,0.541787,0.457953
356,0.275822,0.582162,-1.653844
357,0.119036,0.945418,-1.222135
358,0.844221,0.924636,-1.846036
359,0.702861,0.060975,0.14229
360,0.544152,0.583047,1.190637
361,0.557107,0.784344,0.258762
362,0.285084,0.351705,1.849737
363,0.256367,0.200244,0.315144
364,0.246372,0.070054,0.060941
365,0.016587,0.213565,-1.082963
366,0.706233,0.067674,-0.015637
367,0.564065,0.20061,-1.662768
368,0.47985,0.078477,2.206816
369,0.320912,0.09572,2.024261
370,0.749813,0.226093,-1.483529
371,0.206363,0.944427,-0.503725
372,0.926177,0.512947,-2.035551
373,0.576791,0.481422,-1.040497
374,0.008057,0.919326,-2.789843
375,0.724834,0.909636,-1.386136
376,0.335088,0.167575,3.948452
377,0.772244,0.758877,0.14818
378,0.221378,0.272145,1.057224
379,0.538933,0.103014,1.083725
380,0.045212,0.748669,-2.398849
381,0.568414,0.901656,-0.462905
382,0.318288,0.915602,-0.428939
383,0.612757,0.327474,-0.680501
384,0.967605,0.867994,-1.528176
385,0.364446,0.262608,-1.044928
386,0.868559,0.757427,-1.130611
387,0.283284,0.430259,1.03394
388,0.875654,0.932784,-2.169027
389,0.590982,0.465354,-1.029462
390,0.903822,0.569909,-1.25198
391,0.166033,0.532326,-0.78931
392,0.581415,0.92871,-0.846907
393,0.912566,0.661631,-1.210856
394,0.862898,0.854475,-1.83871
395,0.919158,0.161608,-1.06405
396,0.443565,0.890959,-0.66777
397,0.937743,0.16553,-1.335149
398,0.52256,0.244175,-0.854327
399,0.784573,0.391699,-0.839061
400,0.950942,0.07332,1.705733
401,0.379477,0.761975,-0.436324
402,0.092409,0.911131,-1.646511
403,0.127779,0.833402,-0.539887
404,0.961486,0.532723,-1.751771
405,0.746487,0.748989,0.376639
406,0.667659,0.507485,0.012933
407,0.461067,0.430991,-0.05959
408,0.386114,0.951263,-0.366084
409,0.996231,0.178485,-0.387683
410,0.570108,0.401053,-0.5162
411,0.16553,0.891722,-1.040805
412,0.351934,0.452384,1.030233
413,0.644968,0.509819,-0.251101
414,0.702388,0.000717,-0.820551
415,0.919203,0.532128,-1.763801
416,0.16965,0.047715,-1.178428
417,0.750439,0.023133,-0.590345
418,0.206668,0.143771,-4.132638
419,0.463127,0.045487,2.876366
420,0.90161,0.490501,-2.399108
421,0.534173,0.656626,1.591236
422,0.849287,0.408774,-1.60985
423,0.889952,0.40766,-2.172131
424,0.423285,0.68719,-0.09158
425,0.687205,0.453315,-0.597807
426,0.590433,0.884474,-0.117614
427,0.763943,0.5187,-0.00068
428,0.02269,0.275288,-1.661618
429,0.434989,0.254322,-0.358807
430,0.332341,0.756695,-0.281249
431,0.947829,0.198154,-1.853778
432,0.928161,0.207111,-1.79246
433,0.108354,0.627314,-3.197899
434,0.92958,0.238468,-2.534193
435,0.278508,0.262623,0.214681
436,0.118547,0.448722,-1.508431
437,0.572869,0.1187,-0.213279
438,0.448814,0.739223,-0.103798
439,0.567178,0.979095,-0.699154
440,0.395956,0.970336,-0.628536
441,0.644648,0.274876,-1.496935
442,0.373037,0.666819,-0.224534
443,0.720714,0.802823,0.29363
444,0.982284,0.955047,-1.198411
445,0.089601,0.31429,-1.708747
446,0.622766,0.680308,1.209731
447,0.062455,0.382712,-4.256615
448,0.147799,0.137621,-5.300425
449,0.249836,0.486244,0.826309
450,0.541543,0.986465,-0.605304
451,0.524178,0.951934,-0.576227
452,0.505531,0.46807,0.358602
453,0.067109,0.338735,-1.486807
454,0.324498,0.510689,-0.271753
455,0.379721,0.105638,4.137728
456,0.603723,0.336812,-0.980729
457,0.049821,0.505211,-3.709559
458,0.027817,0.293736,-2.790838
459,0.305196,0.073915,0.205228
460,0.531472,0.008667,-0.295521
461,0.399527,0.535027,-0.693372
462,0.18819,0.783963,-0.76441
463,0.584192,0.550011,0.879109
464,0.778744,0.234287,-2.271634
465,0.196506,0.841688,-0.661408
466,0.918364,0.917144,-2.008677
467,0.177539,0.574975,-1.575236
468,0.149935,0.120699,-3.873284
469,0.71249,0.63299,1.206495
470,0.767346,0.185702,-0.56748
471,0.982345,0.532433,-1.95259
472,0.55967,0.340047,-0.959058
473,0.15555,0.976486,-0.762719
474,0.819226,0.727642,-0.519437
475,0.453651,0.306554,-0.0014
476,0.849012,0.762997,-0.917005
477,0.129747,0.494026,-1.378134
478,0.188632,0.077302,-2.601077
479,0.822858,0.424048,-1.701882
480,0.980179,0.87921,-1.522632
481,0.017014,0.016968,-2.178728
482,0.320027,0.505226,-0.391878
483,0.048875,0.420157,-3.470957
484,0.503243,0.303563,-0.687788
485,0.672801,0.354894,-0.82483
486,0.487617,0.970962,-0.807258
487,0.045533,0.249958,-2.890302
488,0.414252,0.683314,0.130581
489,0.054231,0.846784,-1.574298
490,0.859541,0.382254,-2.199774
491,0.8878,0.248081,-1.272442
492,0.527321,0.394003,-1.168794
493,0.598413,0.884077,-0.266813
494,0.163653,0.731273,-1.776128
495,0.985534,0.530632,-2.030743
496,0.899702,0.940902,-2.20586
497,0.980301,0.124361,0.825626
498,0.13698,0.690349,-3.150567
499,0.251148,0.368017,2.807749
500,0.941512,0.214923,-2.177703
501,0.815091,0.020569,-1.484151
502,0.375006,0.964233,-0.443713
503,0.253483,0.057954,0.609555
504,0.683146,0.795346,0.293824
505,0.203281,0.346685,2.053496
506,0.374517,0.056199,3.258244
507,0.856352,0.562127,-0.551959
508,0.193622,0.051255,-1.43654
509,0.50988,0.771252,-0.175735
510,0.595529,0.836851,-0.147105
511,0.746212,0.865095,-1.030666
512,0.868849,0.92874,-1.966098
513,0.490791,0.278645,0.139096
514,0.718486,0.338155,-0.738835
515,0.423865,0.14667,4.650152
516,0.868971,0.137743,0.206281
517,0.89041,0.754635,-1.145806
518,0.084321,0.41738,-1.78484
519,0.642252,0.431266,-1.134776
520,0.615625,0.366247,-1.586704
521,0.017685,0.893309,-2.854896
522,0.127962,0.022889,-1.497356
523,0.983093,0.820844,-1.705184
524,0.055589,0.640955,-2.810976
525,0.834104,0.038499,-0.792886
526,0.623606,0.543496,0.521949
527,0.557778,0.168673,-1.085364
528,0.348455,0.311025,-0.311497
529,0.475349,0.180377,1.343193
530,0.645136,0.572824,0.618841
531,0.104585,0.681819,-2.315055
532,0.662837,0.342367,-1.182718
533,0.330358,0.458457,0.808017
534,0.140597,0.179049,-5.322308
535,0.666712,0.606165,0.80612
536,0.336614,0.541253,-0.99017
537,0.642054,0.722972,0.73257
538,0.846311,0.275334,-1.171012
539,0.43447,0.491768,-0.852804
540,0.171344,0.57232,-1.791824
541,0.728161,0.163561,-0.408237
542,0.213947,0.356909,2.884679
543,0.74995,0.669749,1.062794
544,0.827848,0.940841,-2.029662
545,0.91249,0.488304,-2.662716
546,0.391775,0.740612,-0.517603
547,0.288273,0.237018,0.307083
548,0.846067,0.720226,-1.109012
549,0.973831,0.734401,-1.366685
550,0.382757,0.64303,0.052861
551,0.485145,0.86949,-0.3301
552,0.514748,0.178698,0.463131
553,0.25745,0.34197,2.417482
554,0.745296,0.843305,-0.449519
555,0.285481,0.509758,-0.441196
556,0.927825,0.937621,-1.87384
557,0.679713,0.343496,-1.385909
558,0.822034,0.087205,0.467893
559,0.893294,0.453254,-1.537791
560,0.612818,0.168063,0.691847
561,0.197665,0.392538,2.551048
562,0.297307,0.972686,-0.33006
563,0.854124,0.377722,-1.926662
564,0.369604,0.108492,3.363583
565,0.466072,0.248814,-0.081259
566,0.427329,0.947875,-0.891394
567,0.962539,0.762737,-1.289089
568,0.050004,0.235538,-2.255437
569,0.51371,0.077928,1.090017
570,0.872999,0.376699,-2.399816
571,0.221775,0.826856,-0.58614
572,0.276783,0.94229,-0.510114
573,0.235981,0.960937,-0.416675
574,0.729961,0.919219,-1.562613
575,0.102815,0.054994,-3.034648
576,0.071138,0.289891,-2.230376
577,0.575708,0.130816,-0.601839
578,0.22211,0.768353,-0.401907
579,0.742794,0.671168,1.072425
580,0.762051,0.776379,0.204292
581,0.206485,0.276555,0.943214
582,0.652003,0.067811,-1.424496
583,0.497017,0.462562,0.333338
584,0.748333,0.566537,0.941179
585,0.036362,0.065019,-2.162904
586,0.53077,0.146426,0.003958
587,0.054765,0.065904,-3.104182
588,0.698192,0.926848,-1.246423
589,0.142672,0.311376,-0.583768
590,0.878004,0.277226,-1.638303
591,0.680934,0.922362,-1.018903
592,0.843412,0.505272,-1.267527
593,0.648081,0.695003,1.070881
594,0.988083,0.838376,-1.550363
595,0.912612,0.147845,-0.681956
596,0.953735,0.560601,-1.672844
597,0.685863,0.979446,-1.765774
598,0.112596,0.824613,-0.352452
599,0.169024,0.222171,-3.104945
600,0.615778,0.920134,-0.653069
601,0.442695,0.276341,-0.413912
602,0.933257,0.623453,-1.579454
603,0.389242,0.26981,-1.847555
604,0.157092,0.304891,-0.678213
605,0.347524,0.241596,-0.361051
606,0.133791,0.039597,-1.505925
607,0.364309,0.480003,0.540233
608,0.769162,0.776593,0.158001
609,0.838605,0.076158,0.642912
610,0.239261,0.185061,-1.627701
611,0.302159,0.913512,-0.48152
612,0.546197,0.431388,-0.5661
613,0.577615,0.890608,-0.215944
614,0.26949,0.456733,0.075768
615,0.375845,0.534203,-0.856423
616,0.577798,0.343328,-1.143982
617,0.127367,0.178973,-6.545805
618,0.688045,0.529641,-0.059863
619,0.761822,0.673075,0.928396
620,0.398138,0.897169,-0.663991
621,0.196933,0.116106,-3.601937
622,0.482078,0.017182,1.043483
623,0.658412,0.203388,-1.22073
624,0.764599,0.468559,-1.069117
625,0.245396,0.774929,-0.145217
626,0.617838,0.894606,-0.211316
627,0.611093,0.775525,0.269108
628,0.169543,0.317937,-0.409914
629,0.097047,0.957229,-1.148937
630,0.009079,0.515312,-3.925008
631,0.654627,0.594583,0.545397
632,0.882185,0.022705,-0.739237
633,0.473564,0.516808,-0.083294
634,0.806882,0.564157,0.110333
635,0.195117,0.535348,-0.659779
636,0.061769,0.725933,-2.735278
637,0.488579,0.635386,1.086687
638,0.264088,0.878965,-0.740432
639,0.798947,0.411826,-1.556869
640,0.499886,0.483024,0.124576
641,0.399176,0.521019,-0.802653
642,0.120699,0.569436,-1.807361
643,0.139147,0.093523,-3.534161
644,0.544961,0.095094,0.82505
645,0.562142,0.935698,-0.928709
646,0.244358,0.480461,0.77258
647,0.720363,0.414679,-1.139106
648,0.595743,0.435813,-1.032662
649,0.214038,0.478447,0.383219
650,0.409735,0.367971,0.043475
651,0.224567,0.049119,0.508956
652,0.611597,0.353765,-1.326559
653,0.478218,0.759777,0.05748
654,0.310414,0.588663,-0.943632
655,0.188235,0.64921,-2.35484
656,0.693492,0.397803,-1.222224
657,0.648188,0.617227,1.204013
658,0.460243,0.789731,-0.138508
659,0.667948,0.370611,-0.933302
660,0.000778,0.242023,-0.195113
661,0.292866,0.56553,-0.645041
662,0.414633,0.696208,0.258273
663,0.945434,0.928649,-1.882264
664,0.335668,0.926314,-0.26253
665,0.657832,0.853346,-0.051107
666,0.419211,0.266224,-0.373467
667,0.02916,0.601663,-5.286215
668,0.534173,0.6383,1.81404
669,0.508736,0.230686,-0.855038
670,0.648417,0.285008,-1.972652
671,0.200168,0.605142,-1.561153
672,0.039887,0.049149,-3.624338
673,0.059052,0.882887,-2.018425
674,0.05713,0.620325,-3.621819
675,0.446204,0.411276,0.346572
676,0.506966,0.399771,-1.01913
677,0.855909,0.093156,0.984472
678,0.533745,0.976211,-0.512475
679,0.385336,0.680629,-0.149691
680,0.064759,0.074998,-3.432729
681,0.797757,0.96936,-1.932702
682,0.335515,0.423941,0.658284
683,0.259541,0.65069,-1.423736
684,0.634775,0.290867,-1.433695
685,0.901656,0.780774,-1.309536
686,0.857633,0.549691,-0.582321
687,0.657939,0.232181,-1.700371
688,0.242573,0.396994,1.297773
689,0.651469,0.348974,-1.306616
690,0.082628,0.242008,-2.980064
691,0.729885,0.753613,0.600537
692,0.237278,0.04361,0.985364
693,0.490013,0.333577,-0.245208
694,0.947585,0.031022,1.370639
695,0.205661,0.9944,-0.34688
696,0.610117,0.36141,-1.336577
697,0.844556,0.319646,-2.690672
698,0.721035,0.162432,-0.18675
699,0.560586,0.244678,-1.898726
700,0.011704,0.897322,-2.70744
701,0.564294,0.998749,-0.789644
702,0.338064,0.541497,-0.971967
703,0.328481,0.608209,-0.588238
704,0.336278,0.595117,-0.623797
705,0.834394,0.100496,1.023999
706,0.524804,0.701274,0.585178
707,0.399435,0.302403,-0.436795
708,0.901213,0.635554,-1.501305
709,0.058885,0.580102,-3.550128
710,0.784558,0.023224,-1.176318
711,0.012177,0.563195,-4.962043
712,0.013123,0.105272,-1.834739
713,0.633677,0.733455,0.901361
714,0.78938,0.686854,-0.019652
715,0.355596,0.816052,-0.905262
716,0.548409,0.307881,-0.467202
717,0.950057,0.74226,-1.353749
718,0.343282,0.506203,-0.307479
719,0.227604,0.264042,1.686683
720,0.414511,0.521782,-0.526735
721,0.061753,0.659693,-3.083896
722,0.45481,0.422202,0.137205
723,0.428336,0.114122,3.870849
724,0.614817,0.785809,0.14126
725,0.456107,0.957534,-0.811428
726,0.800534,0.509697,-1.144784
727,0.102632,0.58114,-1.725481
728,0.604654,0.016434,-1.403568
729,0.654551,0.298772,-1.385476
730,0.234516,0.791394,-0.479725
731,0.808942,0.496132,-1.101214
732,0.968795,0.13164,0.967367
733,0.028046,0.699184,-1.644156
734,0.22855,0.411933,1.63293
735,0.371756,0.556756,-1.008824
736,0.876219,0.134554,-0.166226
737,0.661677,0.350484,-1.181283
738,0.581292,0.388663,-0.93664
739,0.22295,0.158633,-4.582498
740,0.790127,0.363149,-1.067636
741,0.287953,0.145937,0.699371
742,0.837964,0.902785,-1.690488
743,0.856992,0.070695,0.608135
744,0.464805,0.45156,0.201142
745,0.352346,0.849516,-0.80198
746,0.556283,0.178042,-1.10589
747,0.171283,0.067094,-1.289366
748,0.529335,0.592294,1.225226
749,0.177111,0.623026,-1.773529
750,0.294041,0.256901,-0.190931
751,0.723278,0.471229,-1.156834
752,0.798932,0.57499,0.110448
753,0.988403,0.472053,-2.566746
754,0.900786,0.510704,-2.187803
755,0.696178,0.210758,-1.892387
756,0.113939,0.546853,-1.452198
757,0.360693,0.175631,3.496583
758,0.061555,0.407294,-3.160013
759,0.06389,0.354818,-2.458063
760,0.624063,0.844999,0.160316
761,0.166766,0.97998,-0.535599
762,0.320043,0.568902,-0.871951
763,0.75938,0.241718,-1.747917
764,0.683345,0.381186,-1.04775
765,0.970077,0.630167,-1.099936
766,0.499962,0.204242,0.037621
767,0.639322,0.175677,0.213833
768,0.034195,0.323613,-2.863764
769,0.45153,0.071107,3.907905
770,0.820676,0.828428,-1.214336
771,0.859174,0.505653,-1.227667
772,0.321065,0.237675,0.218248
773,0.563622,0.535607,0.249107
774,0.442451,0.547463,-0.36539
775,0.770748,0.859693,-0.943951
776,0.260685,0.140703,-0.317447
777,0.978241,0.052705,1.935686
778,0.099351,0.140566,-4.938252
779,0.65687,0.650431,1.305187
780,0.131533,0.436713,-1.045625
781,0.49984,0.240925,-0.153515
782,0.054643,0.405249,-3.208491
783,0.234974,0.874891,-0.711
784,0.784802,0.809567,-0.568934
785,0.037507,0.30164,-2.897364
786,0.84065,0.519631,-0.780929
787,0.510277,0.298817,-0.592324
788,0.221256,0.251164,0.625775
