id,z1,z2
200,-1.000580522,-0.765101
201,-0.8486106,-0.743145
202,-1.071368519,-0.375453
203,-1.211560477,2.093049
204,-1.415900798,2.23571
205,-1.44793284,2.767018
206,-1.540672118,3.240421
207,-1.61675765,3.203278
208,-1.993408192,3.321789
209,-1.719834263,1.219157
210,-1.924528769,2.765085
211,-1.32012777,-0.85901
212,-1.485117989,-1.035241
213,-1.787878958,0.142026
214,-2.34059399,-0.693531
215,-2.240102624,-0.218605
216,-1.737306915,-0.393272
217,-2.385370193,-1.702718
218,-2.581665865,-0.728442
219,-2.455821206,-0.0305
220,-2.65479542,-0.236321
221,-2.290247268,-0.025956
222,-2.050039362,0.551667
223,-1.85857209,0.476793
224,-2.285299455,0.513699
225,-2.083756116,0.072625
226,-2.333471634,0.284522
227,-1.286026065,1.327772
228,-1.862680806,1.108727
229,-0.697184772,0.89732
230,-0.11265446,0.198938
231,0.652452302,1.774937
232,1.348885327,0.141696
233,0.939562548,-1.527711
234,-0.533567181,-2.209792
235,-0.205039049,-2.819373
236,-2.48121247,-4.0934
237,0.088181494,-4.104101
238,-0.851988637,-3.82713
239,-2.058923217,-2.067126
240,-2.133878552,-2.20279
241,-2.211926568,-2.656728
242,-2.47421421,-3.084808
243,-2.696348428,-3.029683
244,-2.730130098,-3.530645
245,-2.696455346,-2.962451
246,-2.526294689,-3.168097
247,-2.03633871,-4.429082
248,-2.494851166,-4.391712
249,-2.772223535,-4.327316
250,-2.912729756,-4.290011
251,-2.885457218,-3.972215
252,-3.059901864,-3.753848
253,-2.798337732,-3.49582
254,-2.770345899,-3.884941
255,-2.491191308,-3.826071
256,-2.650790909,-3.883877
257,-2.710041916,-4.052817
258,-1.834160806,-3.656579
259,-1.69910463,-3.896798
260,-1.687852912,-3.850168
261,-2.160075979,-4.360977
262,-1.658163088,-4.646931
263,0.231669462,-4.176358
264,-0.428581007,-4.422898
265,-0.320015035,-4.44851
266,-0.189291893,-4.798834
267,-2.12624235,-0.723442
268,-0.963784436,-0.702752
269,-1.045154097,-2.011349
270,-0.396236793,-1.446715
271,-2.118032554,-2.068975
272,-1.686928684,-2.911165
273,-1.975002768,-2.775595
274,-0.355631031,-3.312513
275,2.154488213,-2.80261
276,1.716473197,-0.940103
277,1.969283143,-0.713241
278,3.416722164,-0.115879
279,3.653391419,-0.29638
280,3.569018945,-0.435767
281,1.982084719,-1.953098
282,2.148437793,-0.953095
283,4.293153103,-2.279265
284,4.674610687,-0.22293
285,0.306628235,-3.073504
286,1.433550689,-3.103105
287,2.110343045,-3.276477
288,1.684744838,-4.218627
289,1.3337054,-4.092129
290,4.327758318,-3.007693
291,4.120211949,-2.202659
292,5.207635797,-1.696858
293,5.339423405,-2.041551
294,5.428505717,-2.220166
295,6.11179401,-1.41022
296,6.073387961,-1.821118
297,5.839846255,-1.565369
298,6.534841879,-1.499594
299,5.266482285,-2.334704
300,5.527842624,-2.420861
301,5.298163453,-2.509899
302,6.029263851,-1.733093
303,5.934823329,-1.188706
304,6.031304288,-1.336788
305,-3.154476872,-0.064821
306,-2.824732314,-0.745105
307,-3.509740178,-1.822922
308,-3.504871223,-1.786274
309,-2.722400697,-1.588629
310,-1.462383669,-1.760853
311,0.264695114,-1.916897
312,-1.765398509,-0.479068
313,-2.185207094,-0.140667
314,-0.122403018,-0.600471
315,-0.907332498,-0.698094
316,2.062044608,-1.823598
317,2.018232819,-2.2877
318,0.556554055,-2.528845
319,2.861235156,-2.330585
320,3.129681844,-2.977064
321,2.712371633,-2.448106
322,3.552483756,-2.27271
323,4.058201014,-2.904546
324,3.942326165,-2.811062
325,-2.033469725,-2.465234
326,0.557458735,-1.287797
327,1.382989217,-2.026516
328,1.575700709,-1.815654
329,1.51133539,-1.693558
330,1.539066052,-1.803774
331,1.963914184,-1.377297
332,2.400556368,-1.539337
333,3.044002848,-1.508181
334,2.199832853,-1.189967
335,3.573148904,-1.913881
336,3.247965368,-2.443262
337,3.281518508,-2.090352
338,3.774430585,-2.402089
339,3.348011672,-1.921086
340,3.086125981,-1.85757
341,2.3700538,-3.338533
342,2.755537909,-2.848989
343,2.944838661,-3.413973
344,2.111432852,-0.963649
345,2.208045307,-1.103293
346,2.323104703,-1.704317
347,1.034026517,-1.31739
348,0.716130579,-3.351137
349,3.675190728,-3.559273
350,3.132671084,-4.386799
351,1.993694069,-4.425185
352,1.361171126,-4.368008
353,2.194090852,-4.025211
354,2.021742649,-3.587652
355,3.063064215,-3.542006
356,1.387268988,-4.59762
357,0.95016676,-4.511055
358,0.793537455,-4.190493
359,1.072999552,-4.567309
360,-0.630353762,-5.425996
361,-1.743899411,-4.937826
362,-1.978469199,-4.625742
363,-2.24641551,-5.184813
364,-1.458550186,-5.075625
365,-1.959127811,-4.225887
366,-2.282055017,-4.413553
367,-2.191306844,-5.598752
368,-2.687944191,-5.078732
369,-2.423281704,-4.654437
370,-2.372433087,-4.611189
371,-2.351407497,-4.825475
372,-2.177996299,-4.599907
373,1.077583786,-3.789331
374,0.734302107,-4.105869
375,1.131869545,-3.258186
376,-0.681836102,-3.721513
377,-1.389171703,-4.468264
378,-0.02467437,-4.8725
379,-1.26694381,-3.834989
380,-1.086556011,-3.824965
381,-1.837285145,-4.650676
382,-1.419988436,-5.288074
383,-1.588703938,-4.63296
384,-2.199549051,-4.272897
385,-1.897093366,-4.372635
386,-1.717994346,-5.200477
387,-1.714096371,-4.815428
388,-1.663256768,-5.049794
389,-1.900966602,-5.279855
390,-0.967374292,-5.844364
391,-1.839790065,-5.595388
392,-1.585804159,-6.732634
393,-0.75160512,-6.70152
394,-0.427554889,-7.183614
395,-0.957070412,-6.151145
396,-0.681938836,-6.970596
397,1.438298258,-1.295186
398,1.634114304,-0.542237
399,1.92485876,-1.335555
400,0.795087918,-0.422183
401,0.064910571,-0.236669
402,-0.475883058,-1.407921
403,1.490964408,-1.24647
404,0.44529168,-2.241884
405,-1.531804273,-1.817601
406,-0.944845837,-2.00425
407,-1.191204735,-2.739858
408,-1.207294208,-2.891134
409,-1.100481019,-2.26894
410,0.119126233,-2.370081
411,-0.724219184,-0.28669
412,-0.895061331,-0.63141
413,-1.737727983,-1.708934
414,-1.62293264,-1.374415
415,-1.908527828,-1.520542
416,-1.626881209,-1.73123
417,-2.535201277,-0.796825
418,-2.216621101,-0.772089
419,-2.204630741,-0.884216
420,-2.495450506,-1.016023
421,-2.690766692,-0.252565
422,-2.546356096,-0.453133
423,-2.712007742,-0.583707
424,-2.173769422,-1.906517
425,-2.145044101,-2.174918
426,-1.870818662,-2.507462
427,-1.568809997,-2.131967
428,-1.867562445,-2.123204
429,-1.595771923,-1.983512
430,-1.364982592,-2.05278
431,-1.227584174,-2.672198
432,-0.815206787,-2.632354
433,-0.681140964,-2.501068
434,-1.737377896,-2.310655
435,-1.973236821,-2.434
436,-1.389538273,-2.087539
437,1.389557534,-2.825062
438,-0.709277017,-2.795923
439,-1.034747862,-3.024221
440,-1.344085931,-3.833255
441,-1.383368839,-4.471138
442,-0.722363928,-5.42764
443,-0.360472516,-6.398025
444,-0.704576638,-3.223061
445,-0.533845081,-3.26557
446,0.073987984,-4.939158
447,1.016224519,-6.292233
448,0.361959364,-3.838739
449,0.529548018,-3.50164
450,0.093413997,-7.310571
451,0.866173936,-6.728454
452,0.813833145,-7.157422
453,2.076418621,-7.013071
454,2.7694887,-6.330393
455,1.163243465,-6.01175
456,1.910765205,-5.37783
457,2.758368632,-5.365361
458,3.416751587,-5.88943
459,-0.053724385,-2.827168
460,0.629425397,-2.358328
461,0.635980645,-2.611524
462,2.185261153,-3.671251
463,2.90389628,-3.697392
464,0.938446809,-2.937684
465,1.296548092,-2.94861
466,3.512531713,-3.058812
467,3.727703739,-4.342639
468,3.546670299,-3.784666
469,3.791690017,-4.205403
470,3.627829642,-3.039106
471,3.647151729,-3.00202
472,3.577843781,-3.084841
473,3.591917783,-3.106754
474,3.011781004,-3.899921
475,3.62986889,-4.026271
476,-2.794617838,-4.207504
477,-2.631166515,-4.196221
478,-2.658357308,-4.937122
479,-2.705304543,-3.469333
480,-2.04831264,-4.550121
481,-2.060610985,-4.298435
482,-1.722715346,-5.013086
483,-1.66389705,-4.893497
484,-2.140294453,-5.270179
485,-1.849976148,-4.908982
486,-0.857233502,-4.530952
487,0.032408876,-4.585104
488,-0.455115345,-4.991991
489,1.105994897,-5.101547
490,2.090310889,-5.269111
491,2.220241477,-5.557643
492,0.074936037,-5.041632
493,-0.08022209,-4.489853
494,1.58930721,-5.153234
495,2.45085049,-5.608946
496,2.194664203,-5.910341
497,2.601631871,-5.838597
498,2.933444836,-5.323546
499,3.195681832,-5.749735
500,3.506352019,-5.389512
501,3.213322291,-5.97709
502,3.753917842,-5.468973
503,0.2898054,-5.943164
504,2.020694506,-5.693907
505,2.08010934,-5.588308
506,1.954107214,-5.67276
507,1.477444605,-5.654894
508,1.982608971,-6.135405
509,2.148095155,-6.05019
510,2.418471818,-5.306793
511,1.901036729,-4.840979
512,2.461996327,-5.753906
513,3.599223857,-5.498922
514,3.684295733,-5.645262
515,3.960748576,-5.594483
516,3.509455276,-5.79634
517,3.621335204,-5.630528
518,3.057634233,-4.88297
519,3.258803537,-3.981324
520,3.660581224,-4.508255
521,3.809306779,-5.408845
522,3.995161057,-2.768378
523,5.190568957,-3.725846
524,4.771056173,-3.248899
525,3.421312363,-5.268613
526,4.009130127,-5.743319
527,4.415529278,-5.14176
528,5.241204218,-2.334812
529,5.857968461,-2.122277
530,4.040274829,-4.696159
531,4.306812341,-2.704962
532,4.313845506,-1.520098
533,4.299747706,-1.017995
534,3.853936407,-1.393609
535,4.18108695,-5.346769
536,3.876717572,-4.82421
537,2.936298867,-4.630995
538,2.772304025,-5.130211
539,2.498290213,-4.061293
540,3.376804944,-3.211759
541,2.898015596,-4.16192
542,2.459468803,-3.049038
543,2.18087957,-3.005524
544,2.078438802,-1.892175
545,1.945130055,-1.613834
546,1.64286909,-6.723342
547,2.078570367,-5.527016
548,2.33644716,-5.726347
549,2.516176683,-5.430989
550,2.59481637,-6.297971
551,2.809604486,-6.197539
552,3.078067825,-5.747627
553,3.449458646,-4.794349
554,3.61169961,-6.08571
555,3.736369491,-4.682961
556,3.526272468,-4.400637
557,3.432784628,-3.643783
558,3.566967021,-3.132859
559,3.333382085,-3.406215
560,3.494451605,-3.608969
561,3.716659913,-3.232471
562,3.306671196,-2.960685
563,3.325752632,-3.319837
564,3.141619949,-4.528385
565,2.708119413,-3.79105
566,3.049937559,-4.014098
567,2.761409915,-3.858759
568,2.283498418,-2.940285
569,2.124712754,-3.161377
570,1.390475918,-2.794858
571,1.140870464,-2.536399
572,0.828763268,-2.279498
573,3.541236156,-4.165294
574,3.573332607,-4.713656
575,3.605481251,-5.629019
576,3.739985582,-4.833216
577,3.300320319,-4.97382
578,3.432536516,-4.966707
579,2.771606054,-4.492878
580,3.05078985,-4.238524
581,1.266157988,-3.912953
582,2.520821238,-4.850495
583,1.696166362,-4.582196
584,1.886720876,-4.121776
585,1.257072419,-3.418638
586,1.382727743,-4.220133
587,0.826136122,-4.33109
588,0.386334566,-3.862458
589,0.628162564,-3.235999
590,0.232541488,-2.20154
591,0.345609954,-2.284005
592,0.115004044,-2.900174
593,-0.084434327,-2.080205
594,0.031692819,-1.893332
595,0.034393916,-2.174633
596,-0.13267261,-1.871674
597,-0.049098118,-4.221386
598,1.58898404,-3.186839
599,1.822603436,-2.987441
600,1.263059393,-2.842191
601,1.2590971,-3.845981
602,1.114059369,-3.091677
603,0.893739781,-2.938382
604,0.520581317,-3.150055
605,1.063838964,-2.786314
606,0.754281784,-3.006236
607,0.344914915,-2.943769
608,0.508193336,-2.743637
609,0.48335279,-3.108985
610,0.616822569,-3.677696
611,0.328630769,-3.106853
612,1.027705287,-2.003899
613,1.514477706,-1.232386
614,1.829598077,-1.332419
615,1.60915473,-0.699888
616,0.782446388,-1.912469
617,1.468259149,-0.959603
618,0.640032261,-1.878152
619,2.188585135,0.328321
620,1.980448411,0.307854
621,0.049878187,-2.004702
622,0.342416833,-1.450865
623,0.290577426,-1.937418
624,0.792630016,-0.88045
625,1.328971227,-1.730077
626,1.937111356,-1.718367
627,2.231927042,-0.778522
628,3.312524964,0.851336
629,3.618368199,-0.191067
630,1.615613907,-0.463277
631,1.981077773,-0.536093
632,3.127413244,0.039213
633,3.554437703,-0.129926
634,3.493597738,0.554755
635,3.650185078,0.111668
636,4.248251244,0.814971
637,4.651920457,0.520894
638,4.994667556,3.30617
639,5.211213476,3.329121
640,-1.651391332,2.994036
641,-1.815137747,2.752674
642,-1.33563143,3.163836
643,-1.10023046,2.929028
644,-0.726673733,2.386671
645,-0.773654843,1.698867
646,0.051178611,3.435752
647,1.765349723,4.04134
648,1.749293187,3.26723
649,2.397061365,2.66434
650,2.716281969,2.86658
651,1.120881757,3.322503
652,1.338295681,3.318544
653,2.846844976,2.95797
654,2.991183126,3.152575
655,3.435176843,2.412815
656,3.807603936,2.414989
657,1.185952942,1.387786
658,2.598555306,1.416204
659,2.490844892,1.411673
660,2.707932683,1.133997
661,3.104072917,1.099867
662,2.233246828,0.248796
663,5.167359666,0.55229
664,4.975234756,-0.345403
665,5.189801623,-0.022129
666,3.311470949,2.262771
667,3.721006475,2.141439
668,3.845180553,2.349077
669,4.753529819,1.461419
670,4.57811448,2.057837
671,5.088201401,0.216516
672,4.926486614,0.526442
673,4.431327076,1.058015
674,3.637752297,4.488586
675,3.093265311,3.569624
676,3.166211982,4.168226
677,3.704991936,4.312555
678,3.610913231,2.845044
679,3.733382063,3.135017
680,3.613401198,4.823527
681,3.608205321,4.62145
682,3.516194907,4.491149
683,3.519008463,4.571523
684,3.513720863,3.798816
685,3.383562863,4.075216
686,3.132010687,4.786722
687,2.942074555,4.599722
688,2.74178549,4.271002
689,3.355796927,3.979272
690,2.946209632,4.200056
691,3.521790392,3.939518
692,2.231843418,3.095675
693,2.011910756,3.350802
694,3.025170039,3.530417
695,2.065854531,2.647164
696,2.042633153,2.307883
697,1.360197333,2.630173
698,4.020814464,2.408479
699,3.672745854,1.549769
700,3.520815882,1.72719
701,3.420358343,2.369208
702,2.673485481,1.19107
703,2.349121123,1.822813
704,2.042103784,1.937567
705,2.418752638,2.392007
706,2.175900344,1.60938
707,1.741973745,1.9707
708,1.333537206,2.808125
709,0.975474658,3.367317
710,0.323593789,2.561464
711,-0.023528032,2.824173
712,0.570691713,2.617621
713,0.455189959,3.128783
714,0.220742502,2.435917
715,-0.085642427,3.009371
716,0.003508992,0.300424
717,-0.017272921,0.203515
718,4.655353125,-0.157051
719,4.984280157,-0.592484
720,5.863608946,-0.663479
721,6.317798102,-0.96239
722,6.029564309,-1.741224
723,6.32134292,-1.075757
724,6.592866808,0.075343
725,6.313169658,0.066223
726,5.770366514,0.025514
727,6.454989444,0.023998
728,6.164235372,0.692116
729,2.887800708,0.77101
730,4.581936419,0.946557
731,5.942305168,-0.404142
732,5.860283916,0.628769
733,4.401738556,-1.007563
734,5.558765141,-0.129878
735,5.204468654,0.688489
736,3.695965548,1.414044
737,4.749274764,1.399793
738,4.444574461,0.735931
739,4.185466319,1.036191
740,3.294622872,0.965744
741,2.427650078,1.287242
742,2.00073139,2.365349
743,1.071025004,1.35746
744,2.98228571,1.062096
745,3.187336757,1.693777
746,2.214710173,2.107872
747,1.215933912,1.395807
748,1.115090074,1.774281
749,2.775083535,1.449324
750,1.871818301,1.420216
751,2.082574637,1.471203
752,1.757083888,1.648748
753,1.493853614,2.17634
754,1.131938734,2.084167
755,1.033616454,2.746163
756,0.963057999,1.619815
757,0.651406402,2.563802
758,0.468222167,2.749528
759,0.133204132,1.904481
760,0.290356906,3.352545
761,0.229571414,3.012306
762,0.519107478,3.753238
763,0.205366302,3.231962
764,0.613499532,2.967493
765,0.557867127,3.829789
766,0.767139676,4.507644
767,0.882220711,3.42177
768,1.34181865,3.76424
769,0.520305718,2.282542
770,1.072564602,2.710507
771,0.865022851,2.402836
772,0.952031715,2.246603
773,0.908888451,2.825116
774,1.392007559,3.291915
775,1.20835025,3.477722
776,0.854185757,4.080647
777,1.438824539,4.2446
778,1.150045297,4.277507
779,1.277697359,3.112584
780,1.976835897,3.437624
781,0.864050374,3.722373
782,1.319531899,3.423526
783,1.679139916,3.533413
784,1.588934636,3.303934
785,1.603242388,3.4005
786,2.208479662,3.188017
787,2.856259769,3.569253
788,2.29580948,3.294051
789,2.547906224,3.400772
790,3.577273273,4.19714
791,4.126607016,3.316963
792,1.937308812,3.203584
793,0.489595919,3.24704
794,0.278920522,2.629652
795,0.107294265,3.073072
796,-0.122374135,3.411115
797,0.243115468,3.845172
798,0.469164079,3.749658
799,0.519337215,3.435561
800,0.635976725,3.669476
801,1.141729129,4.721922
802,1.000435639,4.134548
803,0.124804797,4.247744
804,0.449104619,3.577901
805,0.335009517,4.54392
806,0.667596123,4.099091
807,0.874437065,4.647019
808,2.224930568,2.774306
809,0.244971255,3.221171
810,0.074683468,3.082695
811,-0.007356859,2.782005
812,0.173738259,2.772045
813,0.090520318,3.228864
814,-0.034429494,3.343269
815,-0.011387773,3.728178
816,-0.067426544,3.42629
817,0.400436767,4.633345
818,0.995512017,3.347673
819,0.136563363,3.513446
820,0.278403629,3.875172
821,0.504098428,3.996443
822,2.177808531,4.680173
823,0.636765827,4.880069
824,1.324364591,4.834552
825,2.809247683,4.724649
826,3.425467736,5.009122
827,2.795993505,4.767236
828,3.439564809,4.911152
829,3.357493927,5.013016
830,5.133741646,2.868744
831,0.934830092,3.613043
832,1.558699605,2.918584
833,1.994292098,2.468118
834,2.076468673,2.243839
835,1.722010949,1.796019
836,3.326310925,1.469759
837,4.437036422,3.532154
838,2.387676259,3.6991
839,3.997117361,1.489199
840,4.943641146,2.628983
841,5.433323267,1.369752
842,4.905666312,0.979888
843,4.307617165,0.312719
844,5.052067104,0.757397
845,5.514472451,1.480523
846,5.937780835,1.627897
847,5.874823899,1.706954
848,6.259577155,1.862187
849,6.27439275,0.644964
850,6.560559564,4.140718
851,6.82957076,3.51764
852,6.366404588,4.423173
853,4.975550136,3.277671
854,5.326366281,3.42746
855,6.35414434,2.651007
856,5.952117658,2.792911
857,6.779668311,4.407613
858,5.309377713,4.545047
859,6.341662972,4.284983
860,6.760369965,3.104061
861,6.954186497,2.817665
862,6.930231562,3.962152
863,7.666009223,2.594401
864,6.445188461,2.55181
865,6.940995884,2.013264
866,7.023452981,1.986362
867,6.696204178,1.691013
868,6.59674831,1.471519
869,7.547216151,2.307576
870,6.130762879,3.416692
871,0.861547133,3.556482
872,1.260178731,3.52844
873,1.626060091,3.62682
874,2.456351353,4.208283
875,2.939177085,4.053469
876,1.979706551,3.909843
877,2.802424392,3.662392
878,4.950453887,4.689801
879,3.472559523,3.503594
880,5.140003968,3.817986
881,6.431228766,3.297882
882,6.605343939,3.652341
883,4.574957135,3.967491
884,5.305182932,3.801364
885,5.884693128,3.384855
886,6.077167682,3.149737
887,6.52437944,3.250108
888,6.878546793,3.518691
889,6.958367146,3.543408
890,3.544847607,4.214524
891,4.291331823,4.185957
892,4.541677394,4.057658
893,4.470793823,4.101601
894,4.426993417,4.238637
895,4.944009651,4.203608
896,5.18951382,3.971432
897,5.09119332,4.134582
898,5.778126214,4.024927
899,5.705997174,3.930167
900,5.827468445,4.219277
901,5.85260218,4.123972
902,5.990748332,3.545455
903,7.049976684,3.962342
904,6.465212363,3.922858
905,6.237173591,3.536124
906,6.352227354,3.758658
907,6.002430443,4.140968
908,6.305234224,3.922702
909,6.013403264,4.708057
910,6.699288869,4.183525
911,6.123459487,3.77017
912,6.076703335,3.681463
913,7.222124332,3.715148
914,7.418031523,3.61122
915,7.360782225,3.352519
916,7.682131508,3.277674
917,7.710875956,2.951672
918,7.48059059,2.790819
919,7.221665539,2.786598
920,7.377774133,2.077233
921,7.031410022,1.594908
922,6.574471526,1.527154
923,5.167625236,2.655438
924,7.143105426,2.367651
925,6.932480431,2.178138
926,4.85766033,1.87407
927,7.196139184,2.564987
928,7.034145109,2.70857
929,7.627401979,2.823655
930,7.337466278,2.461786
931,6.794120887,3.057016
932,6.642251144,3.777253
933,6.844695925,2.882937
934,5.994405118,2.81612
935,6.323056359,2.647666
936,6.32854387,2.91138
937,6.449658462,2.731967
938,6.464666256,2.03205
939,6.140434042,2.564279
940,5.940360381,2.039463
941,6.227795094,2.224618
942,5.339168586,2.189328
943,5.695432053,1.921758
944,4.097565805,1.548423
945,4.406741659,2.647475
946,5.251805372,2.483323
947,4.331871373,2.017204
948,4.142602361,1.721867
949,3.682079565,2.036536
950,3.360631547,1.872115
951,3.617550632,2.060251
952,4.706129427,-0.610032
953,4.345654483,-0.717314
954,3.599086379,1.227945
955,3.613475026,1.500761
956,3.193899294,-0.447915
957,3.072309343,0.790866
958,3.285157808,0.592426
959,2.901518575,0.725068
960,1.875175904,1.696646
961,1.294199398,3.030506
962,1.95014681,3.545476
963,2.181425586,1.782529
964,2.699855175,1.278756
965,2.196361701,0.690806
966,2.872884275,0.98388
967,2.371336966,2.193829
968,2.378274947,3.086478
969,2.588096113,2.151388
970,3.033743414,0.20955
971,2.611748112,0.980431
972,2.327752348,-0.390483
973,2.795239797,0.52355
974,2.713818368,-0.913869
975,2.609605354,-0.789189
976,2.70378866,-0.250683
977,3.123784728,0.341189
978,3.223508809,0.783461
979,3.053143345,0.720402
980,3.0522625,1.189221
981,3.26688188,0.743545
982,3.280326431,0.755337
983,3.354770789,0.664114
984,3.500944705,2.343946
985,3.822157235,1.957685
986,3.503265058,0.780143
987,4.424232049,0.812026
988,4.487745824,1.457623
989,4.541782304,1.79493
990,4.673921515,1.653223
991,1.562600203,4.171649
992,1.724477865,3.643424
993,1.855888288,4.684359
994,2.735381029,5.220224
995,3.032013895,4.85716
996,3.547489436,3.529963
997,3.700146315,3.562771
998,4.052273945,4.583294
999,4.168218081,4.665318
1000,4.041426974,4.569961
1001,3.960722082,4.298384
1002,4.740770051,4.052561
1003,3.198186172,3.76033
1004,3.527228888,4.161911
