id,z1,z2,z3,z4,z5,z6
149,-0.861453,-1.672533,-0.275052,-1.452568,-0.442864,-1.736528
150,-1.45908,-1.800118,-0.437591,-1.540305,-0.533585,-1.790759
151,-1.266819,-1.737019,-0.748039,-0.655647,-0.780907,-1.106048
152,-0.59895,-1.48722,-0.539853,-2.094554,-0.617975,-2.229948
153,0.052176,-1.320833,0.318025,-0.565677,-0.016501,-1.017211
154,-0.204415,-1.499521,-0.138325,-1.220276,-0.333186,-1.517701
155,-0.919799,-1.67846,-0.153525,-1.198869,-0.361921,-1.513218
156,-0.342486,-1.384936,-0.618913,-1.832751,-0.699691,-2.008517
157,-1.189537,-1.56212,-0.607621,-2.0852,-0.666799,-2.212858
158,-0.690765,-1.507655,0.067442,-1.613291,-0.153108,-1.850705
159,-1.880669,-1.804585,-0.876629,-0.193067,-0.870477,-0.742659
160,-0.461168,-1.381059,-0.361626,-2.049976,-0.473552,-2.190298
161,-0.851527,-1.420099,-0.637662,-2.107916,-0.668425,-2.224733
162,-1.732354,-1.51565,-0.512965,-0.816939,-0.598948,-1.241794
163,-1.63409,-1.722268,-0.305157,-0.409824,-0.436226,-0.918713
164,-1.417333,-1.684756,-0.263848,-1.234481,-0.429667,-1.554749
165,-1.632079,-1.505463,-0.620701,-0.454635,-0.683332,-0.932772
166,-0.866749,-1.430457,-0.046093,-0.848479,-0.255592,-1.238505
167,-1.693964,-1.440394,-0.861676,-1.075922,-0.866289,-1.426384
168,-1.478689,-1.355343,-0.826283,-2.058179,-0.887952,-2.195729
169,-1.320776,-1.31246,-0.762728,-0.945984,-0.842269,-1.317479
170,0.007471,-1.267267,-0.018848,-1.912207,-0.263534,-2.064132
171,0.031108,-1.190697,-0.141319,0.014681,-0.330247,-0.540707
172,-0.813261,-1.431808,-0.397113,-0.657094,-0.518655,-1.072107
173,-0.264888,-1.198678,-0.244625,-1.308632,-0.444228,-1.573898
174,-0.054723,-1.10252,-0.727883,-1.758827,-0.781504,-1.914062
175,0.253625,-1.075977,0.355368,-1.022491,0.016435,-1.336652
176,-0.166756,-0.954558,-0.328117,-1.171612,-0.482168,-1.46152
177,0.12719,-0.963941,-0.552982,-0.616919,-0.647369,-1.027041
178,-1.148706,-1.443968,-0.748682,-1.137349,-0.796992,-1.470566
179,-0.402429,-1.274536,-0.287662,-1.083303,-0.454798,-1.422381
180,-0.193691,-1.101895,-0.767361,-1.638752,-0.787326,-1.854972
181,-0.845207,-1.300296,-0.713278,-0.955855,-0.747588,-1.317049
182,-0.57492,-1.113602,-0.398732,0.081618,-0.524359,-0.505088
183,-1.013812,-1.095362,-0.737921,-0.835971,-0.774224,-1.227973
184,-0.524067,-0.914346,-0.585943,-1.826901,-0.671607,-2.007909
185,2.8E-05,-0.751868,-0.767673,-1.611717,-0.805645,-1.840434
186,-0.63882,-0.870587,-0.446179,-1.579429,-0.549302,-1.803241
187,-0.71719,-0.821762,-0.719934,-0.507394,-0.761747,-0.95981
188,-0.89759,-0.837261,-0.621328,-2.249718,-0.64019,-2.344773
189,-0.295443,-0.636936,-0.322382,-1.839477,-0.438745,-2.015652
190,0.416054,-0.738793,0.507996,-0.722268,0.151613,-1.091863
191,0.175883,-0.818393,-0.095516,-1.457422,-0.29013,-1.665629
192,-0.504504,-0.912739,-0.283717,-1.509071,-0.443532,-1.719267
193,-0.143893,-0.902602,0.132663,-0.993754,-0.118517,-1.301164
194,-0.709324,-0.992372,-0.384659,-0.297577,-0.509153,-0.755511
195,-0.957592,-1.0528,0.089383,-0.9153,-0.148975,-1.242606
196,-0.302651,-0.958823,-0.481921,-1.074151,-0.597634,-1.392327
197,-0.210617,-0.923558,-0.559029,-1.072985,-0.616023,-1.391473
198,-0.707596,-1.010242,-0.566585,-1.248402,-0.619087,-1.543227
199,-0.797969,-1.010766,-0.531164,-1.409501,-0.598166,-1.672312
200,-0.797056,-0.997128,-0.429547,-1.1997,-0.512649,-1.501602
201,-1.089904,-1.075641,-0.213433,-1.447969,-0.392308,-1.682975
202,-1.338546,-1.126449,-0.172712,-1.247135,-0.357095,-1.532069
203,-1.405158,-1.244731,-0.817082,-0.442856,-0.84979,-0.907162
204,-1.51027,-1.226864,-0.676761,-1.083731,-0.765055,-1.414798
205,-1.819922,-1.377238,-0.798949,-0.704554,-0.827823,-1.119476
206,-1.829749,-1.514622,-0.505707,-1.840808,-0.607591,-2.021803
207,-1.950098,-1.59465,-0.498146,-0.887122,-0.589561,-1.260221
208,-1.301594,-1.208149,0.020422,-1.183164,-0.200937,-1.494132
209,-1.482527,-1.120929,-0.900023,-1.20735,-0.885243,-1.515306
210,-0.789445,-0.977591,-0.365183,-0.332756,-0.486109,-0.81842
211,-0.474987,-0.933516,-0.146977,-0.430771,-0.322745,-0.893087
212,-1.34866,-1.280532,0.0382,-1.977218,-0.189625,-2.112114
213,-1.530453,-1.387342,-0.482018,-1.624157,-0.585769,-1.833277
214,-1.152675,-1.281873,-0.080671,-1.186171,-0.29384,-1.487774
215,-0.719162,-1.022992,-0.512377,-2.149195,-0.60994,-2.248413
216,-0.867018,-1.083902,-0.28352,-2.014586,-0.437552,-2.142321
217,-0.274024,-1.010027,-0.406663,-2.176876,-0.520654,-2.270027
218,-0.753534,-1.02539,-0.289128,-1.19317,-0.401447,-1.49557
219,-0.34604,-1.00213,-0.389654,-0.546501,-0.484875,-0.984671
220,0.101188,-0.961205,-0.266264,-1.133283,-0.387111,-1.450921
221,-0.662152,-0.945033,-0.550018,-0.153194,-0.606533,-0.673869
222,-0.241207,-0.893605,0.056923,-0.82124,-0.153244,-1.202445
223,0.240971,-0.750046,-0.176853,-1.231036,-0.337164,-1.525365
224,-0.074891,-0.971465,-0.172588,-0.509884,-0.329114,-0.965805
225,-1.141906,-1.128871,-0.736364,-0.812266,-0.758879,-1.21176
226,0.028009,-0.883915,0.080291,-1.176623,-0.144859,-1.490227
227,0.249571,-0.756049,0.034437,-0.719145,-0.199507,-1.129652
228,-0.672522,-0.90734,-0.59303,-0.957442,-0.64572,-1.320481
229,-0.374692,-0.829159,-0.492234,-0.996085,-0.595529,-1.341349
230,-0.070769,-0.769242,-0.30303,-0.119363,-0.453813,-0.649789
231,-0.164596,-0.793926,-0.529008,-1.149627,-0.622172,-1.463311
232,-0.379491,-0.759682,-0.714892,-0.063964,-0.748179,-0.606646
233,-0.895603,-1.092897,-0.256166,-1.28161,-0.418189,-1.566173
234,-1.047094,-1.030624,-0.97341,-1.428192,-0.940973,-1.680891
235,-0.640948,-0.880709,-0.656527,-1.044963,-0.694673,-1.379773
236,-0.719264,-0.916834,-0.638775,-0.942429,-0.70993,-1.299703
237,-0.912161,-1.079995,-0.23001,-0.805978,-0.387961,-1.189772
238,0.049205,-0.74483,-0.255052,-1.340854,-0.417567,-1.606078
239,-0.778861,-0.957601,-0.161153,-1.866303,-0.341212,-2.022959
240,-0.079413,-0.841731,-0.208925,-0.894387,-0.382654,-1.254754
241,0.085428,-0.81872,0.128629,-0.529376,-0.156802,-0.971967
242,-1.199428,-1.113497,-0.756481,-0.291746,-0.804052,-0.7814
243,-0.845439,-1.069566,-0.208463,-0.529086,-0.395807,-0.968269
244,-0.732608,-0.975038,-0.139961,-0.813677,-0.344346,-1.190706
245,-2.44753,-1.855158,-0.645554,0.153835,-0.709938,-0.438951
246,-2.039861,-1.687997,-0.311355,-0.536556,-0.462327,-0.983591
247,-2.056518,-1.92551,-0.005938,-0.605099,-0.230029,-1.034058
248,-1.605732,-1.799132,-0.102311,-1.445741,-0.276542,-1.695966
249,-1.636656,-1.915574,-0.261859,-1.305165,-0.391565,-1.583304
250,-1.943789,-1.622761,-0.842931,-1.26537,-0.856745,-1.550015
251,-2.122409,-1.671824,-0.988023,-1.850081,-0.965806,-2.020005
252,-1.530569,-1.635771,-0.03344,-0.710226,-0.253627,-1.118869
253,-1.906295,-1.407384,-0.801463,-1.053993,-0.816947,-1.388842
254,-1.173179,-1.366787,0.143201,-1.312762,-0.112367,-1.587589
255,-1.020202,-1.417642,0.127005,0.144031,-0.12924,-0.439748
256,-1.388604,-1.538624,-0.913517,-1.044649,-0.900879,-1.36822
257,-1.350956,-1.519554,-0.710586,-1.34053,-0.750817,-1.603819
258,-1.650378,-1.516509,-0.61173,-1.59409,-0.676183,-1.805029
259,-2.30474,-1.902058,-1.083545,-1.232801,-0.991499,-1.522379
260,-2.178337,-1.889251,-0.249893,-0.566984,-0.374413,-0.993351
261,-1.834852,-1.770515,-0.65009,-1.095297,-0.686399,-1.411392
262,-1.894861,-1.793833,-0.444946,-2.690131,-0.527917,-2.666488
263,-1.848231,-1.717403,-0.755273,-1.666728,-0.747832,-1.854883
264,-1.82661,-1.766953,-0.674691,0.352975,-0.683324,-0.253113
265,-1.55531,-1.706064,-0.520009,1.347469,-0.599386,0.537746
266,-1.466608,-1.704946,-0.214882,-1.814632,-0.372539,-1.958442
267,-1.341909,-1.614789,-0.459438,-1.256623,-0.544842,-1.514242
268,-1.939439,-1.595417,-0.671384,-0.18784,-0.716359,-0.683823
269,-0.966289,-1.389234,-0.203304,-1.475313,-0.348095,-1.686354
270,-1.112006,-1.340861,-0.344484,-1.619416,-0.458242,-1.80989
271,-1.058727,-1.336966,-0.509469,-0.358785,-0.581948,-0.81523
272,-1.064143,-1.303592,-0.594474,-1.225957,-0.640769,-1.497856
273,-1.522681,-1.225371,-0.335078,-0.79003,-0.465399,-1.150736
274,-1.152617,-1.209479,-0.055618,-1.610823,-0.270621,-1.821536
275,-1.43337,-1.404647,-0.41593,-0.913931,-0.545315,-1.271111
276,-1.569969,-1.447021,-0.044961,-1.701685,-0.250998,-1.893486
277,-1.656954,-1.501145,-0.021331,-0.894508,-0.231471,-1.25536
278,-1.835953,-1.482528,-0.806847,-1.453425,-0.80671,-1.690005
279,-1.651425,-1.449431,-0.369295,-2.179196,-0.48096,-2.2659
280,-1.473332,-1.373152,-0.472617,-1.356089,-0.565701,-1.615356
281,-0.916206,-1.293761,-0.156238,-1.027847,-0.34354,-1.348436
282,-0.962021,-1.301942,-0.103431,-0.900383,-0.312084,-1.246127
283,-1.892634,-1.528249,-0.884541,-1.192062,-0.848779,-1.475469
284,-1.712284,-1.460288,-0.493316,-0.096936,-0.567169,-0.612036
285,-1.079756,-1.361438,-0.119406,-0.418837,-0.307951,-0.866661
286,-0.580501,-1.006766,-0.783673,-1.029857,-0.770774,-1.348631
287,-1.277339,-1.321923,-0.555022,-1.062855,-0.596958,-1.374507
288,-1.456208,-1.340887,-0.795336,-1.916436,-0.811933,-2.049979
289,-1.078635,-1.157569,-0.2965,-1.600072,-0.44323,-1.805177
290,-0.758053,-0.993565,-0.834301,-1.150097,-0.819717,-1.447904
291,-0.927502,-1.000412,-0.144878,-1.499826,-0.305756,-1.730589
292,-0.456035,-0.920235,-0.078508,-2.012221,-0.280899,-2.130338
293,-1.196197,-1.315918,-0.846702,-0.209629,-0.818089,-0.698675
294,-1.031252,-1.145449,-0.141544,-0.821545,-0.292694,-1.220506
295,-1.224953,-1.146108,-0.71677,-0.590745,-0.718812,-1.038998
296,-1.879997,-1.385122,-0.88824,-0.166784,-0.838865,-0.706771
297,-0.765536,-0.934122,-0.472541,-0.688531,-0.540014,-1.110354
298,-0.835199,-0.94155,-0.445259,-1.818729,-0.512477,-2.003522
299,-1.053627,-0.864803,-1.407354,-0.048855,-1.18462,-0.600586
300,-0.712192,-0.888541,-0.56608,-0.975379,-0.555047,-1.33288
301,-1.458134,-1.343836,-0.169318,-1.70359,-0.301775,-1.918126
302,-1.448615,-1.281995,-0.570652,-0.941553,-0.587288,-1.310007
303,-1.709611,-1.336556,-0.797184,-1.214953,-0.773338,-1.534821
304,-0.749232,-0.823692,-0.115907,-0.598904,-0.235117,-1.045243
305,-0.377011,-0.594016,-0.785248,0.368117,-0.74859,-0.28076
306,-0.972866,-0.934457,-0.341901,-1.346989,-0.451805,-1.634118
307,-0.961266,-1.020105,-0.310339,-1.91958,-0.44255,-2.080222
308,-1.090599,-0.969451,-0.25549,-0.12261,-0.387533,-0.655025
309,-1.095045,-0.992718,-0.37646,-1.520521,-0.515891,-1.76849
310,-0.587058,-0.755209,-0.527053,-1.0832,-0.557125,-1.40595
311,-0.918713,-0.857306,-0.203667,-1.335866,-0.336375,-1.62546
312,-0.069699,-0.492511,-0.458601,-0.457034,-0.552483,-0.9185
313,-0.607143,-0.899179,-0.237063,-0.685931,-0.413603,-1.098233
314,-1.124516,-0.910348,-0.088299,-1.096767,-0.300913,-1.420252
315,-0.953619,-0.842422,-0.385436,-2.072042,-0.519475,-2.194058
316,-1.017395,-0.846586,-0.824833,-0.868937,-0.828362,-1.241513
317,-0.609992,-0.819893,0.129782,-0.853676,-0.138595,-1.228665
318,-0.676425,-0.78738,-0.558335,-1.791608,-0.59501,-1.987372
319,-0.405729,-0.720622,-0.35473,-1.008274,-0.457001,-1.369465
320,0.137366,-0.510345,-0.373429,-0.079647,-0.465283,-0.631199
321,0.066625,-0.501317,-0.885458,-1.332357,-0.845851,-1.620183
322,0.047547,-0.48558,-0.370957,-0.50388,-0.464115,-0.965069
323,-0.298232,-0.692888,0.04504,-1.48577,-0.15974,-1.733885
324,-0.495393,-0.738686,-0.484441,-0.44715,-0.571012,-0.918262
325,-0.715915,-0.719274,-0.588787,-0.705618,-0.639337,-1.120387
326,-0.517294,-0.692343,-0.259672,-1.946906,-0.385066,-2.098502
327,-0.126793,-0.654626,-0.054952,-1.099155,-0.241139,-1.428455
328,-0.264622,-0.66171,-0.572661,-1.613016,-0.624912,-1.832586
329,-0.425953,-0.662602,-0.283198,-0.547025,-0.423981,-0.991417
330,-0.126989,-0.674936,-0.283756,-1.836618,-0.410717,-2.015545
331,-0.739894,-0.704657,-0.785374,-0.106348,-0.793061,-0.648624
332,-0.686119,-0.676904,-0.465856,-1.320856,-0.549671,-1.605407
333,-0.421885,-0.687285,-0.493607,-0.463868,-0.568047,-0.930753
334,-0.76105,-0.722135,-0.509417,-1.313304,-0.573395,-1.61015
335,-0.738716,-0.771066,-0.289025,-1.842439,-0.424791,-2.022093
336,-0.442489,-0.606208,-0.169217,-1.776335,-0.342264,-1.959002
337,-0.715267,-0.619983,-0.711064,-1.052754,-0.737891,-1.398992
338,-0.788671,-0.67503,-0.580099,-1.918171,-0.643973,-2.07791
339,-0.978257,-0.709812,-0.273638,-0.616458,-0.410427,-1.053131
340,-0.570596,-0.606624,-0.639511,-1.064063,-0.670032,-1.404978
341,-0.839731,-0.690314,-0.76309,-1.149748,-0.762814,-1.469151
342,-0.556836,-0.654836,0.086149,-0.516679,-0.135188,-0.964282
343,-0.489926,-0.660132,0.075814,-1.315441,-0.144182,-1.596457
344,-0.690835,-0.669922,-0.647044,-1.238916,-0.683418,-1.534209
345,-0.959702,-0.709629,-0.01505,-0.260273,-0.209307,-0.76895
346,-1.090507,-0.70899,-0.95293,0.03793,-0.908693,-0.526133
347,-0.590719,-0.624629,-0.359976,0.061262,-0.491585,-0.509802
348,-1.61638,-1.388786,-0.306204,-2.092253,-0.46869,-2.200451
349,-1.638292,-1.291238,-0.443537,-0.926971,-0.554214,-1.278852
350,-0.940997,-1.077201,-0.140388,-0.896945,-0.320538,-1.249349
351,-1.388398,-1.208253,-0.341184,-1.171404,-0.484715,-1.475277
352,-1.483629,-1.183783,-0.742444,-0.648407,-0.778941,-1.060814
353,-1.49524,-1.17753,-0.661316,-0.698167,-0.719363,-1.103446
354,-1.44124,-1.093232,-0.64303,-0.870301,-0.683663,-1.225287
355,-1.001761,-1.027128,0.080531,-0.643533,-0.150447,-1.045264
356,-0.94853,-0.980717,-0.479195,-2.110219,-0.562278,-2.203224
357,-1.078091,-1.030999,-0.689539,-0.984054,-0.728899,-1.31459
358,-1.139955,-0.993749,-0.440301,0.212766,-0.533584,-0.377764
359,-0.919955,-0.937617,-0.626842,-2.278309,-0.671461,-2.346306
360,-0.879439,-0.942552,-0.506472,-1.027507,-0.579196,-1.352277
361,-1.126655,-0.901213,-0.812153,-1.243673,-0.811853,-1.526163
362,-0.664834,-0.894249,-0.070037,-1.055485,-0.272165,-1.373425
363,-0.742306,-0.837626,-0.587669,-0.94302,-0.64876,-1.289436
364,-1.239414,-0.87047,-1.057515,-0.453889,-1.006521,-0.904845
365,-0.505392,-0.781872,-0.489981,-1.880924,-0.580736,-2.030169
366,-0.930266,-0.921959,-0.237983,-0.484571,-0.404161,-0.918555
367,-0.498309,-0.823837,-0.404077,-0.115139,-0.525846,-0.626756
368,-0.295297,-0.784802,-0.412589,-0.98451,-0.541042,-1.31809
369,-1.102377,-0.860707,-0.601063,-2.451713,-0.679112,-2.482129
