x,y,z1,z2
0.529305,0.111162,-0.219721,-0.704738
0.632517,0.342992,0.267738,0.769325
0.991745,0.130587,0.919376,0.620354
0.355077,0.864073,0.263998,0.571549
0.727947,0.906218,-0.828703,-0.855101
0.697246,0.702632,0.706734,0.883594
0.859236,0.10428,-0.387712,-0.732904
0.325124,0.827085,0.093336,0.648491
0.698787,0.907195,-1.214029,-0.553654
0.780209,0.875914,-0.255644,-0.425396
0.534874,0.441276,1.40644,0.913093
0.917784,0.463615,-0.410361,-1.577104
0.407111,0.407599,0.457069,0.957815
0.941726,0.813245,-0.527743,-0.039353
0.550347,0.702373,-0.03989,-0.324898
0.395773,0.117586,-0.667047,-0.515337
0.599863,0.103944,0.916005,1.444225
0.295842,0.510155,0.359219,0.509173
0.836332,0.480568,0.101833,0.282482
0.414343,0.414389,1.194467,1.316007
0.4177,0.737621,0.287272,0.43224
0.595865,0.58497,-0.659724,-0.280931
0.012009,0.491844,-0.508449,-0.714295
0.625406,0.063706,-0.132485,0.662873
0.294102,0.802045,1.776181,1.956356
0.183047,0.552865,-0.372716,0.958519
0.965164,0.227924,-1.285921,-0.646759
0.96733,0.862028,-1.707263,-1.12267
0.183764,0.961349,-0.690759,-0.461897
0.03566,0.593378,0.06573,-0.757753
0.780606,0.404623,-0.660533,-0.542768
0.368307,0.886122,-0.39427,0.037353
0.015305,0.898589,0.006115,0.924869
0.532876,0.895781,1.052854,0.567101
0.872251,0.774807,-1.350085,-1.124226
0.466346,0.442878,0.628636,0.733025
0.745083,0.551308,-0.035077,0.775614
0.76202,0.372229,-0.794606,-0.617801
0.459815,0.12488,-1.740942,-2.33423
0.581094,0.679896,0.42172,-0.763389
0.252354,0.883421,1.215532,1.601359
0.338537,0.206912,-0.150272,-0.760796
0.983291,0.523491,-0.662243,-1.193544
0.579446,0.411719,-0.51502,-0.535777
0.426062,0.653285,-0.183289,-0.936652
0.313939,0.960189,0.834131,0.677874
0.568948,0.710201,0.065595,-0.759114
0.684718,0.109621,-0.347717,0.302169
0.661372,0.848142,-2.015735,-2.484804
0.367742,0.52192,0.314136,1.287569
0.718227,0.285069,1.283863,0.606371
0.832624,0.476478,-0.27993,0.28081
0.97673,0.775753,2.021438,2.457606
0.988235,0.160662,0.434208,0.981683
0.87599,0.230777,-0.793289,-0.454082
0.267216,0.611948,-0.717534,-0.464184
0.684642,0.628,-0.074742,1.066727
0.526482,0.113695,-0.623652,-0.900431
0.609018,0.540566,-0.619839,-0.362858
0.980926,0.428763,-1.934842,-1.204099
0.086442,0.883833,1.753283,1.326819
0.643137,0.546258,1.105358,0.948527
0.152117,0.438163,0.604359,0.53046
0.933944,0.871672,-1.159119,-0.953194
0.002289,0.86392,-0.022369,1.228752
0.849958,0.575723,0.271213,0.332041
0.700374,0.793072,-0.78183,-1.689695
0.849226,0.212329,-0.194457,-0.448203
0.201328,0.658732,-0.236537,-0.173672
0.556802,0.830304,0.71313,1.486299
0.802502,0.913176,-0.209329,-1.112439
0.558328,0.576699,0.119696,0.690109
0.880522,0.57612,0.269543,-0.140911
0.720806,0.044587,-1.567643,-1.246559
0.969833,0.667201,0.001259,-0.646928
0.397177,0.234852,0.666908,0.631067
0.984939,0.049622,0.541418,1.610774
0.105699,0.516289,0.897399,0.994251
0.075639,0.909407,1.914856,1.030317
0.930404,0.537438,-0.311591,-1.048946
0.670024,0.750942,-0.711729,-0.521049
0.366491,0.376898,0.19787,-0.13961
0.739498,0.019486,-0.498749,0.094402
0.678599,0.702235,0.158017,0.818561
0.232883,0.905913,1.234008,1.208698
0.876509,0.319799,-0.487533,-0.960656
0.77229,0.598337,0.616703,1.01258
0.465293,0.264546,-0.587603,0.138986
0.606714,0.437629,-0.225595,-0.671552
0.437675,0.524971,-0.695278,0.147473
0.591043,0.765774,-0.781491,-1.01064
0.527565,0.303868,0.538119,0.844227
0.290211,0.091524,-0.755285,-1.249999
0.81117,0.770306,-0.611174,-0.280803
0.117769,0.42678,-1.257464,-0.936903
0.140948,0.047013,-0.763419,-0.522237
0.427298,0.308675,0.149692,0.157054
0.735103,0.935576,-1.039672,-0.564838
0.24918,0.388754,1.041442,0.776207
0.312444,0.754528,0.417812,0.157045
0.066117,0.822919,0.794589,1.231543
0.694362,0.227115,0.685238,0.265117
0.495125,0.808743,1.118081,1.507085
0.931258,0.013855,-0.36849,-0.29603
0.397986,0.721035,-0.037591,-0.174183
0.182788,0.16611,0.460981,-0.413512
0.532326,0.98613,1.064033,1.497365
0.106493,0.657954,-1.365508,-1.428285
0.440452,0.99411,0.103928,-0.225091
0.547158,0.551141,0.663432,1.020177
0.260883,0.745907,-0.376914,0.156153
0.041886,0.032212,-1.0828,-1.763591
0.554894,0.251942,-0.913917,-0.14741
0.423346,0.235447,0.88796,1.003906
0.828031,0.617716,0.091399,0.327365
0.228214,0.539971,0.015798,0.924389
0.534325,0.984176,0.863221,1.496368
0.638224,0.699474,-0.442754,-0.182958
0.768063,0.417365,0.17458,0.152775
0.900298,0.039933,-0.145612,-0.482536
0.044968,0.077913,-0.636018,-0.553477
0.219821,0.811383,1.14623,1.624852
0.678492,0.418677,1.133032,1.191596
0.041337,0.085115,-0.457846,-0.674847
0.390387,0.603586,-0.966252,-0.533377
0.455894,0.45977,1.267149,1.144599
0.175479,0.959396,-0.960262,-0.598464
0.754467,0.871977,-0.382933,-0.88791
0.804761,0.992752,0.017284,-0.054793
0.170214,0.320455,-1.306961,-0.642868
0.482567,0.78088,-0.415702,-0.003021
0.498848,0.315877,-0.229694,0.055781
0.68191,0.777966,-0.370288,-0.847772
0.04686,0.141451,-0.298267,-0.331217
0.188968,0.173404,-0.684113,-0.50978
0.356542,0.212741,0.243629,-0.385767
0.941665,0.710613,1.657091,1.476697
0.460792,0.541894,-1.383258,-0.471963
0.698482,0.267506,0.149186,0.09703
0.117571,0.564446,0.00377,0.291946
0.864714,0.696178,0.13543,0.921964
0.375967,0.607095,-0.315502,-0.041167
0.19382,0.177539,-0.621051,-0.527494
0.200046,0.726741,-1.0053,-0.169134
0.010773,0.454627,-0.930136,-1.072459
0.986633,0.514504,-0.12204,-0.905753
0.655955,0.316213,-0.203572,0.63276
0.582742,0.927398,0.5264,-0.3466
0.820935,0.65333,-0.649421,0.053804
0.425757,0.072404,0.759233,0.005602
0.514763,0.789349,1.540907,1.643059
0.684245,0.859236,-1.277216,-1.634765
0.132219,0.33225,-0.213243,-0.705656
0.119005,0.9776,1.099987,0.593915
0.993622,0.325307,0.34774,0.795226
0.038361,0.215351,-0.22692,0.610186
0.739254,0.023621,-0.794659,-0.12039
0.625162,0.921157,0.633254,-0.065788
0.519615,0.520867,0.261326,0.520047
0.612314,0.524758,-0.593143,-0.534781
0.474983,0.971939,-1.183155,-0.671022
0.326619,0.080171,-0.990982,-1.593538
0.438117,0.924819,-0.07511,-0.046406
0.642298,0.08014,1.945373,1.626332
0.267811,0.452766,1.249699,1.429805
0.509575,0.413993,-0.120718,-0.348451
0.292164,0.777966,2.039497,1.47526
0.592523,0.090578,1.556285,1.64075
0.244083,0.284627,0.082161,0.876473
0.422126,0.713817,0.621827,0.528759
0.879133,0.414588,-1.285865,-1.751006
0.812634,0.043442,-0.238401,-0.420226
0.714244,0.637385,-0.618059,1.247479
0.104234,0.869627,0.059801,0.710871
0.104112,0.02475,-1.629198,-1.465487
0.811978,0.670436,-1.455942,-0.373743
0.079774,0.129168,-1.519049,-1.428938
0.118105,0.681025,-1.529926,-1.03394
0.949706,0.904723,-0.013272,0.717376
0.199359,0.335821,0.874458,0.064101
0.339971,0.325124,0.752563,1.144641
0.251713,0.38262,0.864985,0.743209
0.555764,0.777295,-0.887237,0.238647
0.067094,0.709468,0.274644,0.161546
0.555917,0.907073,-0.496289,-0.003075
0.121721,0.178317,-1.955421,-1.698117
0.046204,0.430533,-1.020743,-0.85457
0.522164,0.858091,2.283954,2.382676
0.928923,0.353384,0.746922,-0.077099
0.459342,0.721584,-0.457236,0.024504
0.850919,0.256245,-1.370941,-1.369461
0.620829,0.867613,-0.35655,-0.407543
0.93753,0.876555,-0.957072,-0.742985
0.335119,0.674693,-0.193826,-0.910436
0.871641,0.98674,0.16978,0.079521
0.041932,0.622583,-0.089127,-0.455811
0.73959,0.004852,-0.605643,0.327105
0.685191,0.903548,-0.779544,-0.5938
0.922652,0.654475,1.818147,1.07092
0.347219,0.04329,-0.895988,-1.502623
0.130816,0.402304,-1.232146,-1.147774
0.681025,0.007721,-0.859085,-0.563212
0.740352,0.804334,1.511551,-0.283088
0.454017,0.629404,-0.787627,-0.836947
0.974304,0.904295,-1.380834,-0.451316
0.971389,0.131624,-0.310744,0.181814
0.044266,0.383505,-0.963756,-0.627237
0.925704,0.979202,0.357625,0.555922
0.159411,0.353948,-0.998908,-1.500821
0.625071,0.849699,0.518161,-0.440535
0.040314,0.903426,0.957854,0.715479
0.915068,0.3084,-0.400542,-1.091211
0.236439,0.181186,-0.543392,-0.725269
0.163226,0.365393,-0.485991,-1.259297
0.157977,0.43003,-0.541593,-0.174651
0.858976,0.567132,0.282004,0.06168
0.677501,0.688472,1.405476,1.543495
0.657572,0.025055,0.870836,0.122541
0.736172,0.607111,0.098732,1.007948
0.680323,0.054902,-0.174151,-0.239891
0.829862,0.023041,-0.675296,-0.663396
0.778424,0.651347,1.630311,1.850664
0.719936,0.666011,0.178635,1.768878
0.98497,0.923537,-1.560862,-0.756546
0.016709,0.693736,-0.423518,-0.385848
0.3879,0.58677,-0.582581,0.142575
0.660609,0.889418,-0.662917,-0.814459
0.051133,0.465812,-0.616145,-0.534149
0.451682,0.037507,0.825206,0.737748
0.556786,0.994568,0.780754,1.655466
0.751751,0.355016,0.056481,-0.001662
0.840208,0.41265,-0.638686,-1.001501
0.551492,0.56231,0.296557,0.910052
0.517556,0.128099,-0.858671,-1.584612
0.248341,0.49044,0.348842,1.465638
0.198169,0.677043,0.674604,0.516687
0.226535,0.14757,1.266789,0.416898
0.920165,0.220127,1.095147,0.599329
0.141817,0.473884,0.309932,0.898849
0.665446,0.955749,2.010552,1.608142
0.25185,0.701198,0.574756,0.203814
0.379049,0.446876,0.724725,1.359607
0.444236,0.8607,1.432087,1.117035
0.100603,0.178653,-2.74712,-1.59475
0.409308,0.832883,1.198418,0.586695
0.334447,0.535683,0.172966,0.841164
0.272129,0.917189,1.690999,1.777001
0.368124,0.445319,0.914777,1.01686
0.899092,0.735424,1.333862,1.742942
0.741924,0.41828,1.182413,1.196127
0.938811,0.167819,2.06675,1.36549
0.761959,0.886168,-0.933018,-1.271877
0.289143,0.825925,1.014032,1.689551
0.277363,0.301839,1.184305,1.422437
0.277028,0.096223,-0.485694,-1.373572
0.322377,0.363668,0.810287,1.621905
0.559533,0.41857,0.627844,0.272299
0.355215,0.358602,0.860765,0.927883
0.290791,0.672862,-0.988866,-0.538825
0.177646,0.249714,0.930088,0.596263
0.828153,0.19237,-0.381556,-0.68055
0.751247,0.739788,-0.006499,-0.292588
0.130266,0.256367,-1.662548,-1.064642
0.679576,0.30396,0.233077,0.678342
0.22295,0.832792,1.077351,1.505296
0.89926,0.353979,0.206003,-0.645011
0.029877,0.490257,1.670465,0.230623
0.086839,0.417502,-0.658274,-0.390074
0.883223,0.421805,-1.15552,-1.646439
0.758633,0.78941,-0.275307,-0.62157
0.739696,0.188632,1.109442,0.548852
0.498177,0.968185,-0.884784,0.0085
0.134798,0.318196,-0.547823,-0.540208
0.969497,0.03798,0.806463,1.107137
0.633204,0.507897,0.061508,-0.865757
0.447959,0.010147,0.471036,0.164478
0.697368,0.284291,1.209513,0.62807
0.264851,0.578088,0.592808,0.225745
0.750622,0.786297,-1.088311,-0.906359
0.374868,0.623636,-0.505109,-0.472102
0.711437,0.416251,1.155758,1.469436
0.523674,0.692668,-0.222928,-0.751986
0.850813,0.628214,-0.901229,0.130631
0.591135,0.749752,-1.792551,-1.91834
0.73431,0.651392,1.16269,2.607875
0.530892,0.859327,2.315088,2.353795
0.43444,0.324254,-0.836881,-0.464549
0.864546,0.770291,-1.042833,-0.912198
0.304555,0.138674,-0.374229,-1.346886
0.284459,0.181979,-1.443033,-1.410337
0.362066,0.884337,-0.727134,0.010189
0.473457,0.204059,-0.19898,-0.072492
0.83032,0.133562,0.30283,0.12074
0.438636,0.391714,0.964176,0.00069
0.838804,0.290105,-0.36222,-0.970451
0.63888,0.435325,0.156565,-0.12168
0.15172,0.503792,-0.315172,0.65085
0.252613,0.994842,0.167543,0.560147
0.598703,0.146746,-0.154431,-0.074484
0.832364,0.602914,-0.218693,0.158534
0.078706,0.913024,1.088893,0.683552
0.325856,0.65362,-0.242311,-0.342117
0.894438,0.634974,0.275138,0.610457
0.651606,0.803296,0.826803,-0.611313
0.891386,0.646235,0.913948,0.653964
0.231235,0.729595,0.620046,0.714342
0.179232,0.727047,0.136423,0.654845
0.203555,0.157,0.264505,0.155352
0.478279,0.243137,0.581953,0.567075
0.195102,0.453025,0.829097,1.141861
0.815137,0.425879,0.913565,0.639817
0.727779,0.957824,0.966214,1.010206
0.968078,0.652308,0.001432,-0.390155
0.506706,0.88484,0.506468,0.199247
0.400168,0.756237,-0.122932,0.074494
0.394247,0.164065,-0.694927,-0.523379
0.624826,0.172946,-0.54196,-0.354269
0.833066,0.800534,-0.922845,-0.769265
0.023819,0.132341,-0.248166,-0.647966
0.744549,0.008774,0.062135,0.519978
0.227939,0.721538,0.670727,0.557369
0.784512,0.887785,0.316352,-0.69636
0.952651,0.902388,-0.027221,0.637197
0.418814,0.808362,0.599502,0.550832
0.46978,0.00029,0.634363,-0.133564
0.61413,0.182391,-0.781995,-0.094465
0.064057,0.838575,-0.57769,0.754827
0.133608,0.034424,-1.03923,-0.777003
0.942626,0.445792,-1.886649,-1.81489
0.928969,0.103883,0.948242,0.779887
0.275044,0.955154,0.86702,0.691717
0.478553,0.73109,-0.474337,-0.053944
0.689067,0.739147,0.032645,0.390385
0.071458,0.120363,-1.522592,-1.542048
0.742199,0.222507,0.704931,0.664784
0.12491,0.857115,1.941985,1.649756
0.437995,0.998001,-0.764612,-0.453235
0.078248,0.259297,0.208904,0.07718
0.596551,0.415885,-1.070383,-1.08151
0.297444,0.625544,0.152321,0.083075
0.674266,0.27808,1.651405,0.938411
0.939956,0.293187,-1.273942,-0.943158
0.630259,0.766247,-1.112668,-1.357855
0.187213,0.512902,0.123777,0.768319
0.330816,0.88719,-0.765312,0.030704
0.662104,0.010773,-0.025588,-0.277233
0.204379,0.960128,0.240815,0.425933
0.905119,0.047089,1.117318,0.083757
0.880476,0.762325,-0.485799,-0.148336
0.337377,0.109468,-1.457654,-1.712324
0.747021,0.300343,-0.027968,-0.168613
0.449592,0.965072,-0.502806,-0.287639
0.667552,0.493202,-1.529904,-1.099677
0.044739,0.222583,-0.732623,0.597659
0.27422,0.268635,0.941712,1.133341
0.195056,0.721904,0.139798,0.421945
0.674342,0.008896,0.257774,-0.332814
0.862089,0.193713,-0.510995,-0.57466
0.268757,0.345617,1.644662,0.942209
0.570871,0.643915,-1.32492,-1.696215
0.664607,0.815656,-1.336701,-1.98745
0.588388,0.201221,0.610956,0.713932
0.884779,0.662119,1.216515,0.472075
0.280079,0.748165,-0.691719,-0.049189
0.156527,0.329976,-1.540508,-0.795876
0.050309,0.640192,-1.364339,-0.720033
0.513405,0.926116,0.821712,0.363537
0.014405,0.294011,-0.591614,-0.502907
0.291844,0.130587,-0.902194,-1.577888
0.888563,0.640696,0.429054,0.501899
0.962692,0.327962,-0.12532,0.084969
0.90486,0.694133,1.926744,1.559983
0.99263,0.861402,-0.940349,-0.457496
0.025956,0.865003,1.058568,1.389909
0.293462,0.469261,0.231283,1.202127
0.020249,0.488884,-0.287397,-0.414079
0.253864,0.942809,0.558427,0.54083
0.977951,0.287831,-1.206198,-0.112474
0.796384,0.726665,-0.901555,-0.601138
0.982635,0.204028,-0.71416,-0.100017
0.010864,0.209888,0.317585,0.696615
0.512856,0.527642,0.126112,0.480124
0.878019,0.066575,-0.974624,-1.362547
0.841276,0.081285,-0.020745,-0.893223
0.569726,0.612634,-1.595458,-1.380454
0.38529,0.259632,0.243831,0.718957
0.588083,0.375387,-1.321497,-1.260767
0.667826,0.065202,1.473669,0.776826
0.791836,0.2822,-0.414754,-1.0108
0.226734,0.123033,-0.522575,-0.499754
0.627604,0.105135,0.049702,1.160134
0.003815,0.441047,-0.186721,-0.651721
0.222568,0.577508,0.20138,0.33401
0.300267,0.862699,-0.555709,0.780677
0.225818,0.402762,-0.610013,-0.021526
0.181521,0.441306,1.928133,1.093558
0.358556,0.300282,0.544581,1.092234
0.766384,0.442359,0.533349,0.940927
0.023072,0.245304,0.78224,1.386201
0.376715,0.055314,-0.170008,-0.903775
0.505821,0.177325,-0.59411,-1.153821
0.930129,0.036194,-0.243036,0.142058
0.775982,0.951385,0.002117,-0.768316
0.180041,0.717708,1.079945,1.184512
0.71368,0.603433,-0.510795,0.74686
0.357137,0.74406,-1.23528,-0.676713
0.951492,0.656016,0.291918,-0.23963
0.53312,0.996658,0.169431,1.161197
0.598581,0.100755,0.962753,1.441217
0.452766,0.852216,0.216036,1.141088
0.353368,0.191287,-1.444839,-1.08826
0.854337,0.073915,-0.393749,-1.398071
0.17763,0.925414,0.692301,0.268374
0.414618,0.534844,1.800119,2.063832
0.832654,0.575174,-0.49631,0.125453
0.934478,0.961105,0.12574,0.771541
0.718578,0.691722,0.001868,1.034756
0.786938,0.805844,0.361781,-0.390708
0.381643,0.312596,0.815344,1.072252
0.326574,0.231983,-0.34438,0.069676
0.701717,0.598611,0.282033,0.787429
0.992279,0.084016,2.575816,1.804507
0.256123,0.573098,0.306026,0.206814
0.568643,0.742,-0.769338,-1.298277
0.82739,0.761563,0.043539,0.125472
0.661753,0.832944,-2.484306,-2.595817
0.656535,0.392447,0.910975,0.874078
0.986511,0.746975,1.727482,1.79397
0.287968,0.605692,-0.906224,-0.745577
0.308721,0.222675,-0.468145,0.064032
