id,z1,z2
176,4.556005353,2.555944
177,4.326852842,3.740566
178,4.281384348,3.461069
179,3.797664607,4.036234
180,3.513794873,3.707907
181,4.307772075,2.839928
182,4.64057327,2.93157
183,4.055070068,2.902214
184,3.924405757,2.838288
185,3.88791534,2.565546
186,3.880093331,2.510009
187,3.166590894,2.333484
188,1.937045005,2.731114
189,2.398052365,2.414974
190,1.796292879,2.634919
191,1.664629788,3.338031
192,4.157794913,3.039549
193,4.066031524,2.971333
194,3.836304664,3.585414
195,3.345238964,3.325021
196,4.043614533,3.272489
197,3.027606778,3.423795
198,1.856982638,3.526215
199,2.261094288,3.441683
200,1.058859323,3.145914
201,1.133002141,3.242272
202,1.288087326,2.62774
203,0.198987228,3.145043
204,0.208005941,2.79305
205,0.303311547,3.013965
206,-0.121643762,2.887825
207,-0.99964678,2.777883
208,-0.42640133,2.64362
209,0.271497077,2.517726
210,0.10295281,-1.781578
211,-0.785925329,-1.654087
212,-0.924930418,-1.58521
213,-0.887076989,-2.616954
214,-0.799366884,-2.057963
215,-0.476764009,-0.857376
216,-1.071297441,-0.973361
217,-1.29362408,-1.659934
218,-1.37373268,-1.860033
219,-0.445877668,-2.173568
220,-0.231274637,-1.825618
221,-0.654573784,-1.159519
222,-0.61617215,-3.068363
223,-1.128115916,-3.024261
224,-0.737991925,-2.883814
225,-0.829117328,-2.72601
226,-0.709359675,-3.532601
227,-1.406264463,-3.339328
228,-0.926602817,-3.183127
229,-0.733560312,-3.20638
230,0.378594673,-3.167826
231,0.285204403,-2.664198
232,0.427070631,-2.301126
233,0.804389737,-2.04135
234,1.676388732,-2.338172
235,1.713968073,-2.297732
236,-0.425288083,-0.871853
237,0.705031414,-1.056626
238,2.165678843,0.062285
239,0.627863187,-0.932688
240,2.361721411,0.074317
241,1.90137249,-0.343641
242,2.783062221,0.22413
243,2.93603478,0.410465
244,3.734465085,1.792875
245,3.586773097,1.575788
246,3.931634592,1.63356
247,1.91596341,-1.243919
248,2.699044263,-1.22593
249,3.257232454,-0.671721
250,3.834050358,-1.017052
251,4.022267832,-1.644777
252,4.216664869,-0.681545
253,3.421374489,-1.472236
254,4.2296964,-1.575605
255,3.583501023,-1.127633
256,4.670360222,0.342136
257,4.037857911,0.2873
258,-0.510449063,-3.362671
259,0.407536037,-3.099427
260,1.102293047,-3.284611
261,1.874130534,-2.976769
262,1.541676997,-3.296562
263,2.367528543,-3.233695
264,2.023128896,-2.775538
265,2.724695449,-3.504268
266,3.263735506,-3.461242
267,3.49748386,-3.566021
268,3.377518662,-3.389852
269,3.652621651,-3.234503
270,3.849611546,-2.693992
271,3.978335118,-3.180244
272,3.328456233,-3.369541
273,2.495018208,-3.146404
274,3.333640368,-3.604416
275,3.789718557,-4.290815
276,3.796479686,-3.917768
277,4.025926747,-4.232589
278,3.97039883,-3.502246
279,3.839184713,-3.229925
280,3.871285202,-3.826983
281,4.305855206,-3.646894
282,4.35160306,-3.099559
283,3.400715348,-2.86816
284,3.330227147,-3.261348
285,3.390872161,-2.834286
286,3.791441682,-2.589572
287,4.393122179,-1.542364
288,3.202039669,-2.823697
289,3.259664542,-2.846204
290,3.328948455,-2.518362
291,3.758153878,0.078219
292,3.439973447,-0.451444
293,2.649684586,-1.988247
294,2.411027154,-1.234626
295,1.184770015,-0.207829
296,3.573719662,-2.810251
297,2.403520674,-2.423155
298,1.610727047,-2.215948
299,1.84260343,-1.685783
300,0.015055612,-0.993605
301,0.393878476,-0.097679
302,0.532092927,-0.116157
303,0.363427055,0.353033
304,-0.38641725,-0.466156
305,-0.796422416,0.855867
306,3.854960377,-0.122415
307,4.484142443,2.616903
308,4.011706174,2.809529
309,4.580757895,2.950667
310,4.38832081,1.833536
311,3.514571597,1.937996
312,4.268198721,2.773232
313,3.227054828,3.100804
314,2.308482134,3.685433
315,3.696362503,3.407001
316,2.395000158,3.616594
317,1.752603001,2.930847
318,1.463683437,3.217266
319,1.585879334,3.020059
320,4.650795836,3.017682
321,4.174659672,2.653049
322,3.263736068,1.953239
323,3.526523807,2.816104
324,2.274574639,2.66331
325,2.392214088,2.894103
326,2.742047362,2.081786
327,3.727733643,2.435007
328,0.422814152,3.109202
329,2.105346793,2.868268
330,2.080651351,3.12916
331,1.125411846,3.15252
332,1.181463436,3.080104
333,0.569542966,2.702596
334,0.350001765,2.630463
335,0.020680634,2.334742
336,1.538192066,3.914678
337,0.909745963,3.368074
338,0.574274944,3.085191
339,1.290393066,3.763734
340,0.562275783,3.17929
341,0.157702333,2.938305
342,0.063540928,2.752867
343,0.055499088,3.232958
344,0.009749447,2.865515
345,-0.107847128,3.093664
346,0.358760443,2.984828
347,-0.213060113,2.846881
348,-0.404694335,2.703663
349,-0.40120727,3.080466
350,-0.743324065,2.786004
351,-0.510920974,2.80788
352,-0.346910624,2.770127
353,-0.342111126,2.557369
354,0.200813031,2.281175
355,-0.402218236,2.619511
356,-0.459860833,2.548733
357,-0.61996431,3.102047
358,-0.528980447,2.454727
359,-0.001174102,2.562051
360,-0.501288895,2.237639
361,0.022013024,2.117108
362,0.122249316,2.410901
363,1.181184681,2.312318
364,0.302594426,2.081215
365,0.618390177,2.093845
366,1.189082408,2.094405
367,0.943824272,2.003515
368,2.164071141,1.986282
369,1.330085449,2.115258
370,1.648127474,2.888945
371,0.117979593,2.936664
372,1.137588282,2.105104
373,0.403037184,2.618631
374,0.10492155,1.74649
375,0.112866809,2.822969
376,-0.557576849,2.956133
377,-0.630340318,3.17177
378,-0.171875748,3.191984
379,0.125805447,2.186526
380,-0.091287113,2.486938
381,0.082299209,3.109654
382,0.173334002,2.630947
383,0.153451866,2.652763
384,0.70654652,2.746711
385,-0.766616114,2.272013
386,0.393288125,2.391111
387,-0.16357893,2.65517
388,0.034935649,2.732412
389,-0.559535338,2.714503
390,-0.849836113,2.451687
391,0.266593058,2.587693
392,1.421736035,2.571765
393,2.563373713,2.845571
394,1.973050727,2.527663
395,2.131890015,2.191166
396,0.90652004,2.495622
397,0.969503784,2.850291
398,1.835072196,2.794982
399,2.250528746,2.877207
400,2.500982422,2.925842
401,1.958797176,2.716339
402,2.531175238,2.671768
403,2.753584551,2.930472
404,3.398415,2.675953
405,4.165052443,2.558024
406,4.315919479,2.750036
407,5.135200449,3.143095
408,5.033062737,3.036563
409,2.324431053,3.225255
410,2.328535109,2.696904
411,3.419604707,2.711276
412,3.023576827,2.829047
413,3.379644307,2.87036
414,3.928246216,3.099673
415,5.266646676,3.052959
416,4.274199631,2.656041
417,6.309175876,2.678494
418,5.881004496,3.03868
419,5.707780243,3.415117
420,5.488015071,2.979206
421,4.490900822,1.708525
422,3.419265453,1.243256
423,3.881811241,1.459843
424,4.304541265,1.333798
425,3.906588251,1.439956
426,3.487172885,1.363425
427,3.377791822,1.162059
428,3.215172605,0.811542
429,3.347106997,1.246818
430,2.41420327,1.192159
431,1.113438696,0.7771
432,0.328047723,1.057933
433,3.443883007,1.497298
434,3.330524322,1.441105
435,2.194768352,1.541557
436,2.249689645,1.114666
437,2.588357028,1.626722
438,2.465587817,1.462147
439,0.271772095,0.978476
440,-0.464479283,1.000633
441,-0.872353631,0.7706
442,0.122258861,1.021587
443,-0.202385487,1.363252
444,-0.375483589,1.506775
445,-0.973080774,1.726172
446,0.493756907,0.394882
447,0.263221945,0.643528
448,-0.049206309,0.614544
449,-0.297538351,0.636737
450,0.092030101,0.368883
451,0.052286753,0.246629
452,-0.138490683,0.074282
453,-2.178374278,0.419953
454,-1.55877515,0.506605
455,-2.236587213,0.519709
456,-1.184198995,0.372335
457,-1.261725497,0.277664
458,-1.421590898,0.85758
459,-1.224911765,0.576387
460,-0.771935271,0.892622
461,-1.34163157,0.996543
462,-1.127800729,0.620297
463,-0.373275574,0.653853
464,-0.559862415,1.073837
465,-1.144132423,0.781197
466,-0.891326335,0.59749
467,-1.613392375,0.987398
468,-1.078253186,0.567825
469,-0.024638754,0.843127
470,-0.713612436,0.860777
471,-0.124472626,0.698164
472,-0.546178684,0.575413
473,-0.014113477,0.713714
474,1.875994712,0.274643
475,1.577006248,0.343365
476,1.588633045,2.182579
477,-0.720405221,1.290947
478,-0.775688768,1.694466
479,-1.009366606,1.89054
480,-0.110705152,1.851439
481,-0.603338799,2.047399
482,-0.000240776,1.755317
483,0.09257439,1.754164
484,-0.793907205,2.414155
485,0.032292985,1.887119
486,-0.059892375,1.709052
487,0.298929319,1.603964
488,0.334629814,2.117995
489,0.429999779,2.15281
490,1.242441229,1.926846
491,0.704317025,1.710031
492,1.032642882,1.591563
493,-0.598307026,1.315466
494,0.301178213,0.930668
495,0.602132195,1.571532
496,0.720181099,1.95379
497,1.688277787,1.172389
498,3.24456676,0.615699
499,2.608073438,1.870835
500,3.456276131,0.988627
501,2.695967196,1.288717
502,2.679736836,1.353803
503,3.45825335,1.224088
504,4.403799566,1.534622
505,4.557801267,0.523264
506,4.685576091,1.049893
507,4.806166219,0.722774
508,-1.5250203,1.10926
509,-0.952119722,1.333047
510,0.04331079,1.065335
511,0.848562068,0.387014
512,1.123076955,0.325541
513,0.523689769,1.05463
514,2.603242002,0.758012
515,1.707261511,0.684547
516,1.8341733,0.754699
517,2.458316281,0.451535
518,2.415846829,0.406869
519,1.60466446,0.483247
520,3.15756897,0.518879
521,3.048416057,0.232406
522,3.902074985,0.335391
523,3.601765015,0.478167
524,3.858417956,0.188655
525,4.755551402,0.146831
526,3.896554259,0.388469
527,4.101175393,0.196831
528,3.32790534,-0.225267
529,2.903941514,0.476319
530,3.586610985,0.693641
531,3.715868785,0.763779
532,3.374640269,0.255889
533,2.984000378,0.365829
534,3.297718912,0.320596
535,3.210388115,-0.075127
536,3.064814284,0.293456
537,2.454609453,0.317264
538,3.888337847,0.340598
539,3.873260724,0.42557
540,2.661375467,0.585416
541,3.089584367,0.50137
542,3.946143394,0.116998
543,2.889075167,0.64776
544,2.18613925,0.754792
545,1.571376678,0.909617
546,2.118285726,1.014368
547,0.069872413,1.094926
548,0.396827017,1.245539
549,0.113324087,0.749449
550,1.258953906,0.791304
551,0.587177257,1.152667
552,-0.733640452,0.848963
553,3.344198034,-0.51734
554,4.510345532,0.534643
555,4.169837968,-0.641324
556,4.521437333,-0.337807
557,4.322530085,-0.324296
558,4.092255197,-0.070188
559,4.171119726,-0.234166
560,4.291981127,-0.918626
561,3.81652817,-0.156632
562,3.137816173,-1.068891
563,4.360902339,-0.953137
564,3.424105,-0.741854
565,3.432691881,-0.574296
566,2.382980875,-0.178472
567,3.125286662,-0.523144
568,2.668879383,-0.519867
569,3.814375896,0.466421
570,3.762472683,0.07757
571,4.659227808,-0.034116
572,3.837302059,1.299072
573,3.959761453,0.938689
574,3.511109367,0.259436
575,2.236054341,0.211141
576,3.41167863,-0.685288
577,3.112337898,-0.679713
578,1.696342447,-0.554916
579,0.524137008,-0.255861
580,2.007083104,-0.039765
581,0.442050225,-0.066102
582,1.505508095,0.22904
583,0.088373484,0.601573
584,2.111327649,0.663134
585,-0.173609669,0.267258
586,-0.468796281,0.992992
587,-0.464462489,0.666931
588,-1.30345188,0.653456
589,-1.665796033,0.71249
590,-1.388455623,0.447237
591,-1.459783182,0.392046
592,-1.14942434,0.103396
593,-1.993883174,0.288826
594,-2.066336667,-0.511642
595,-0.660474272,-0.320562
596,-1.340868534,-0.24769
597,-1.887925002,0.503863
598,-2.138735585,0.205654
599,-2.07287773,0.049209
600,-2.041576757,-0.003802
601,-1.801785635,0.036902
602,-1.373480015,-0.46558
603,-0.944841724,-0.278967
604,-0.279965505,-0.480705
605,-0.273062786,2.121102
606,-0.264610174,2.009599
607,1.790438198,1.474175
608,1.054444323,1.541706
609,3.324780332,1.470475
610,3.49460794,1.046855
611,4.701412598,1.55592
612,4.037213749,1.087261
613,2.684341961,1.702243
614,3.254426704,1.529051
615,3.899143744,2.152737
616,3.728464084,1.92542
617,4.55210862,2.195005
618,4.664165424,1.844387
619,4.918436412,1.56234
620,5.229159164,1.69443
621,4.044157639,1.766509
622,5.393631394,0.750557
623,5.169554322,0.753109
624,6.039799573,1.618201
625,5.548503941,1.60702
626,5.490615608,1.387219
627,3.368615073,1.091799
628,3.949010358,0.880769
629,4.85100883,1.302098
630,5.310070819,0.95476
631,5.07908067,1.205176
632,5.184977681,1.056178
633,5.176282514,1.03211
634,4.721617899,0.602948
635,4.76350231,0.963931
636,4.378887275,1.084564
637,3.958610794,1.239647
638,5.008931335,1.121792
639,5.193487727,1.229941
640,4.856721064,1.313259
641,4.4154118,1.40611
642,4.931018187,0.884105
643,4.051880927,0.549023
644,3.184379625,1.415857
645,4.450346918,0.859669
646,4.050091857,0.950333
647,5.440931364,1.269954
648,4.642490325,1.461588
649,4.795851326,1.655143
650,3.172059788,1.23582
651,2.547749767,1.556504
652,2.216131245,1.842872
653,1.75071939,1.648539
654,1.014675577,1.905005
655,1.415382974,1.889024
656,4.991749254,2.284443
657,5.760455354,1.802069
658,5.694915156,1.76373
659,5.629178379,1.550328
660,4.776459052,1.175659
661,5.701391262,1.588045
662,5.201722705,1.853927
663,4.046377117,1.365007
664,6.236181192,1.599119
665,6.456175387,1.728145
666,6.290402197,2.689547
667,5.184367415,2.253512
668,5.6227334,2.404045
669,3.391189405,1.803081
670,4.155489942,1.614968
671,2.08532119,2.830964
672,4.869843275,2.418902
673,3.996875154,2.404557
674,4.084360264,1.813646
675,3.068865029,1.940408
676,2.747385298,1.914701
677,2.30290763,1.70776
678,1.532879999,2.237827
679,1.575237775,1.687186
680,1.824015957,1.983918
681,1.825846095,1.774691
682,0.701640676,1.934583
683,0.324143239,2.100747
684,0.158317014,2.232176
685,-1.127711117,2.199561
686,-0.843394193,2.097522
687,1.059541054,2.185741
688,0.332430001,2.183608
689,0.98397093,1.986201
690,0.951713966,1.924258
691,0.547809956,2.20899
692,-0.220010525,2.124585
693,-0.475745622,2.313467
694,-0.483581666,2.154208
695,-0.363052875,2.422211
696,-0.686630172,1.990122
697,-0.50621994,2.043627
698,-0.05013102,2.207006
699,0.880247393,1.946791
700,4.005912795,1.930481
701,1.134116742,1.310454
702,2.013216759,0.872879
703,0.774212269,0.514429
704,-0.71760667,-0.113322
705,-0.383117202,-0.441183
706,-0.234101655,0.025197
707,-1.006713065,-0.038852
708,0.205904083,-0.355859
709,-0.335946703,-0.251153
710,-0.867270245,0.284214
711,-1.43070682,0.231415
712,-1.1924692,0.469958
713,-1.317160405,0.424796
714,2.283252815,0.484455
715,1.571278378,0.454107
716,-0.540711921,1.5774
717,-1.012566349,1.741104
718,-0.282289035,1.371612
719,-1.60124966,1.648759
720,-1.516932668,1.632996
721,-1.057050277,0.74712
722,-1.322867155,0.850955
723,-1.91587882,0.708121
724,-1.430201013,0.673195
725,-1.13542119,0.505193
726,-1.467578231,0.267703
727,-1.077645431,0.080791
728,-1.239093023,-0.1722
729,-1.401556871,-0.307002
730,-1.819084666,-0.414654
731,-2.210003932,-0.236819
732,-1.671679382,-0.25603
733,-2.061640041,-0.147104
734,-1.709121918,0.233363
735,-1.490436372,-0.121454
736,-1.485913654,-0.321773
737,-1.516805186,0.48297
738,-1.632298101,0.153161
739,-1.714390805,0.277081
740,-0.911619632,-0.912593
741,0.11599301,-0.731289
742,-0.477886497,-0.835057
743,-0.675995229,-0.894377
744,-0.695715256,-0.984125
745,0.088763503,-1.084219
746,1.234193242,-1.169156
747,1.197487282,-1.331296
748,-1.33238652,-1.366825
749,-1.525411381,0.205716
750,-0.736541227,0.281192
751,-0.8852937,-0.704089
752,0.670753997,-0.267677
753,0.955167994,-0.418078
754,0.239477718,-0.775105
755,0.404936338,-1.210268
756,1.062310959,-1.233527
757,1.606106197,-1.766076
758,1.776270249,-1.85646
759,2.085668084,-1.855254
760,-0.986340755,1.969445
761,-0.978697188,1.369303
762,-1.240132013,0.537878
763,-0.777846912,-0.045337
764,-0.375722569,-0.059727
765,-0.503662984,0.140828
766,0.329421662,0.188051
767,-0.28184721,-0.082844
768,-0.725622753,-0.404708
769,-0.264423899,-0.594521
770,0.406289859,-0.646492
771,0.083223393,1.066086
772,1.392431061,0.777103
773,1.073745901,0.470888
774,1.883275176,0.304063
775,1.736420072,0.289374
776,1.365099566,0.261849
777,2.372820228,-0.378251
778,2.71764856,-0.438714
779,2.586528245,-0.333501
780,2.57317209,-0.321103
781,2.674871946,-0.26097
782,2.486790146,-0.277528
783,3.520204679,0.050608
784,4.234822174,-0.17407
785,1.059094399,-0.449334
786,1.240692525,-0.688376
787,2.066024707,-0.504847
788,1.389519901,-0.517064
789,3.221173245,-1.78048
790,3.553772416,-1.837025
791,2.341987752,-1.791401
792,2.610272801,-1.667317
793,2.6380228,-1.678263
794,3.658751867,-2.611714
795,3.745545833,-2.663773
796,3.988145619,-1.974186
797,3.293103095,-2.861293
798,3.05430537,-2.657323
799,2.838108103,-0.599789
800,3.235603581,-1.470112
801,3.721279649,-1.258006
802,4.214219719,-0.215566
803,4.804108362,-0.48599
804,4.099150134,-0.562902
805,3.894277904,-1.653897
806,3.23369723,-1.859237
807,3.474019322,-2.015134
808,3.799588629,-1.483357
809,3.65672226,-4.180581
810,4.007933793,-4.277719
811,3.930171558,-4.080088
812,3.282743338,-4.202613
813,3.748227848,-4.228846
814,3.220903093,-4.066777
815,3.139587486,-3.762767
816,2.718085034,-3.761309
817,3.39915874,-3.040958
818,1.560843348,-3.929656
819,2.624214121,-4.410096
820,2.999373081,-4.249112
821,1.270547591,-4.855036
822,0.673816434,-4.32157
823,0.389415732,-3.590706
824,0.717178584,-3.389458
825,-0.020574066,-3.33591
826,-0.60211102,-3.606368
827,-0.499993722,-3.758848
828,1.106541768,-1.700862
829,0.164830771,-1.324328
830,-0.515043017,-1.235684
831,1.110924913,-1.187649
832,0.141775066,-0.972505
833,0.262795831,-2.565213
834,-0.601504977,-2.179509
835,-0.170974321,-1.574826
836,-1.141842614,0.534625
837,-0.204822511,1.141208
838,-0.124952544,-0.225189
839,-0.149100998,-0.813616
840,0.026858179,-0.918766
841,-0.21527029,0.024071
842,-0.820906242,-0.15872
843,-1.244972198,-2.775747
844,-0.442125804,-2.732358
845,-0.596301067,-2.528241
846,-0.655920232,-3.064241
847,0.237500488,-1.165744
848,-0.060904353,-1.995914
849,0.661120574,-1.987367
850,1.727559665,-1.433831
851,0.584151763,-4.087176
852,-0.168118854,-4.339988
853,0.142615709,-4.108386
854,-0.465272845,-4.265063
855,-0.868625891,-4.243656
856,-0.908823655,-4.170021
857,-0.962625331,-3.48948
858,-1.116093719,-4.375451
859,-0.692163995,-3.7756
860,-0.74304256,-3.904316
861,-0.139867603,-3.552241
862,-1.113522084,-4.543936
863,-1.279191113,-3.787124
864,-1.179737768,-3.487071
865,-0.889765621,-3.830721
866,-0.399445713,-3.681581
867,-0.922373701,-3.442821
868,-1.093505443,-3.475581
869,-0.326164212,-3.654495
870,0.335087103,-3.724789
871,-0.40314951,-3.303679
872,1.051674736,-3.162279
873,1.273230221,-3.15177
874,1.703223835,-3.009705
875,2.385570337,-2.823071
876,0.317667479,-2.687625
877,-0.301760175,-3.042338
878,0.406367073,-3.266819
879,1.959361248,-2.600222
880,1.105931549,-2.007408
881,2.433727998,-1.752997
882,3.373366157,-1.664176
883,4.044331063,-2.54931
884,4.840145046,-2.011194
885,3.067546124,-1.641102
886,3.265993259,-1.591719
887,4.703598773,-1.465467
888,4.967999197,-0.90802
889,2.209506189,-2.963902
890,1.724221691,-2.882419
891,2.387243334,-2.745157
892,4.087257393,-3.032701
893,2.67867253,-2.884238
894,2.88917463,-2.943839
895,3.384747121,-3.044927
896,4.238986075,-2.868834
897,5.198255372,-2.036933
898,5.569901881,-2.136839
899,5.865516246,-1.475407
900,5.600603278,-0.958676
901,5.744568898,-0.879968
902,5.544676393,-1.846324
903,5.242291198,-2.325027
904,6.33343777,-2.372723
905,5.917007438,-2.087241
906,1.653092327,2.422301
907,-0.192590481,0.889729
908,1.456862218,0.91635
909,1.755487715,1.195816
910,2.596853066,1.855275
911,3.430624314,3.031454
912,3.866189682,2.886436
913,4.338584474,2.015778
914,4.864492739,2.78061
915,5.98026893,2.016316
916,6.127834993,-0.379261
917,2.864188453,0.529883
918,4.207614605,0.510106
919,3.404339297,-0.648081
920,5.031254375,1.411901
921,5.498923569,0.890281
922,5.913597324,1.106517
923,6.047281527,1.51134
924,6.342818396,1.910757
925,5.518855549,1.157572
926,5.955771249,2.409108
927,5.911038526,2.607079
928,6.324848905,2.006889
929,6.768762097,2.695505
930,5.622910512,1.807871
931,5.852013276,2.263354
932,6.392292129,1.637807
933,5.655055589,1.476336
934,5.151475845,1.310477
935,4.065148783,1.831871
936,5.992880927,1.771609
937,6.341156873,1.45577
938,5.781444901,1.946709
939,5.864003832,1.537622
940,5.636389451,1.234831
941,4.997043595,0.871726
942,5.361435056,0.959658
943,4.968983148,1.375002
944,4.795989518,1.591227
945,4.886479542,1.470201
946,4.43256871,1.242049
947,2.967797748,1.477692
948,4.541058594,1.67287
949,3.305581075,1.39049
950,3.324394981,1.414106
951,5.045012365,-1.550849
952,6.022494629,-0.834405
953,5.927510813,-0.962794
954,5.123312017,-0.165897
955,5.754859835,0.11978
956,6.313991409,0.195482
957,5.950669944,-0.146117
958,6.002349996,-1.031308
959,6.271618868,-1.201963
960,4.687611436,-1.801008
961,4.601179036,-1.577682
962,3.985073118,-1.58921
963,3.536882808,-0.6898
964,4.173979565,-1.063353
965,3.156843385,-1.040535
966,4.024035107,-1.531355
967,3.667660305,-1.728841
968,3.364454603,-1.835878
969,2.96668337,-1.891521
970,3.331885081,0.818489
971,3.160406546,0.599594
972,3.579061843,-0.417825
973,2.616446945,1.257045
974,2.651784006,1.103415
975,1.755595598,2.021031
976,1.707274805,0.152701
977,0.732362415,1.287818
978,3.142691369,1.108292
979,1.251572254,-0.463732
980,1.173497197,-1.659508
981,1.184259624,-1.581965
982,1.043654085,0.154684
983,1.145174136,-0.670075
984,1.503948302,-1.068139
985,1.399028636,-0.435382
986,0.996913689,0.777151
987,1.519258182,-0.444921
988,1.639425009,-0.480607
989,-1.008116984,-0.971168
990,-0.46909657,-1.037618
991,0.615400012,-3.809639
992,1.412920512,-3.767155
993,0.220710565,-3.155314
994,0.918687032,-3.513858
995,1.732146338,-3.432797
996,1.900797988,-3.464703
997,2.498589687,-3.323606
998,3.656033379,-2.942385
999,3.968311796,-2.858258
1000,4.591611511,-3.032913
1001,4.11449477,-3.231707
1002,4.069831622,-2.556538
1003,4.785030736,-2.905364
1004,4.589665546,-2.669544
1005,4.63474133,-2.606761
1006,5.047435203,-2.36895
1007,4.899366016,-2.524496
1008,4.571118809,-1.93757
1009,4.818026519,-2.901864
1010,4.270621027,-2.941746
1011,5.075168874,-2.544506
1012,5.027623903,-1.683777
1013,3.839368702,-2.23987
1014,4.21674295,-1.882224
1015,5.260028407,-3.288629
1016,4.700152383,-3.30568
1017,5.101619033,-2.793248
1018,4.682750795,-2.613736
1019,4.932333504,-2.445562
1020,5.487715541,-2.036713
1021,5.596348123,-2.756571
1022,5.38196663,-2.544538
1023,4.518725852,-2.526446
1024,4.777092914,-2.642244
1025,3.939348593,-2.459581
