x,y,z1,z2
0.155337,0.273243,0.163028,-0.341287
0.171618,0.269306,0.112787,-0.713594
0.330648,0.44445,0.515946,-1.375558
0.37615,0.483101,0.692076,-0.384317
0.839612,0.143008,-0.401748,-0.497369
0.160189,0.310567,0.138887,-0.53475
0.180972,0.380636,0.497584,-0.621406
0.396674,0.237415,-0.571424,-1.23601
0.915816,0.434043,-0.458509,0.694241
0.749737,0.327398,-0.545587,-0.710645
0.761913,0.170794,-0.56869,-0.990726
0.616892,0.263081,-0.579535,0.045831
0.377966,0.277256,-0.00251,-1.66953
0.147417,0.399817,0.149357,-0.640301
0.809186,0.005356,-0.531716,-0.290242
0.928283,0.2056,0.000516,-0.591142
0.449104,0.3084,-0.209943,-0.982149
0.708446,0.36556,-0.57825,-0.5138
0.732692,0.174746,-0.081579,-0.846534
0.669657,0.440909,-0.162536,0.39734
0.985306,0.23389,-0.335352,-0.857269
0.888167,0.067826,-0.030128,-0.207921
0.278401,0.26305,0.091969,-1.76808
0.405707,0.185748,-0.095869,-1.640727
0.016464,0.46125,-0.080399,-0.118219
0.787045,0.289555,0.044993,-0.803706
0.955032,0.268605,-0.532294,-0.610208
0.663828,0.007691,-0.679577,-1.379897
0.784939,0.353994,-0.332656,-0.899316
0.615793,0.057343,-0.76202,-1.282949
0.953216,0.172152,-0.271869,-0.303799
0.689067,0.096468,-0.64026,-1.207473
0.098314,0.156985,-0.571188,-0.78355
0.540002,0.071015,-0.769737,-1.441772
0.663645,0.478431,0.09805,-0.13509
0.600198,0.42417,-0.672404,-1.257238
0.843259,0.400992,-0.233721,-0.589816
0.833997,0.414374,-0.060526,0.274216
0.199329,0.254734,0.485876,-1.5542
0.137667,0.428336,-0.053635,-1.362582
0.569848,0.093965,-0.84007,-1.383928
0.553323,0.279484,-0.517651,-0.925379
0.36788,0.430701,0.300135,-0.13034
0.862074,0.111208,-0.163734,-0.004596
0.063462,0.015152,-0.876367,-2.301004
0.354696,0.207187,-0.24139,-1.280637
0.821134,0.444022,-0.172507,-0.16056
0.723552,0.177356,-0.214926,-0.790914
0.636423,0.409018,-0.025295,-0.651592
0.413626,0.114641,-0.857777,-0.794633
0.208881,0.282353,0.083065,-1.141842
0.527214,0.067094,-0.409325,-0.975089
0.213535,0.302052,0.779216,-1.370689
0.780087,0.254047,-0.17415,-0.570792
0.303243,0.038453,-0.671086,-0.958093
0.35433,0.01146,-0.401721,-1.775774
0.08069,0.036469,-0.526029,-1.13821
0.761227,0.448844,-0.078385,-0.398754
0.794507,0.000931,-0.1082,0.178162
0.116228,0.011826,-0.298693,-1.36759
0.765072,0.088914,-0.782382,-0.762265
0.717433,0.162585,-0.532963,-0.878218
0.086213,0.147036,-0.79995,-0.953973
0.200214,0.37023,0.745096,-1.284614
0.35256,0.27248,0.100825,-1.302895
0.964782,0.310124,-0.90664,0.042633
0.206058,0.042466,-0.272738,-1.443103
0.224765,0.043305,-0.638141,-1.656563
0.229084,0.479149,0.386297,-0.640848
0.780041,0.083131,-0.481141,-0.184092
0.595682,0.445823,0.29722,-1.04472
0.354009,0.123827,-0.625671,-1.670173
0.212818,0.281849,0.190352,-0.742393
0.474632,0.421607,-0.426844,0.012172
0.544167,0.045853,-0.631744,-2.040521
0.538872,0.377783,-0.070742,-0.053923
0.332082,0.214084,-0.059364,-1.344659
0.729519,0.05713,-0.478046,-0.720708
0.015137,0.281102,-0.375694,-1.480264
0.352285,0.339513,0.26354,-1.50858
0.062287,0.110872,-0.984293,-2.05937
0.754742,0.055589,-0.666092,-0.718079
0.329122,0.405447,0.536502,-0.950576
0.629633,0.125154,-0.554193,-1.231223
0.062028,0.357778,-0.177044,-0.604844
0.211719,0.446876,0.444323,-0.409374
0.07126,0.330632,-0.677503,-1.49444
0.373754,0.27013,-0.162194,-1.437215
0.243839,0.369497,0.517214,-0.638872
0.285267,0.051667,-0.3565,-1.533393
0.409277,0.111879,-0.60365,-0.900699
0.549889,0.272816,-0.298177,-0.877368
0.589395,0.196719,-0.503821,-1.705436
0.229709,0.158526,0.175143,-0.73651
0.871427,0.29102,-0.655802,-1.651918
0.840894,0.077699,-0.231657,0.354265
0.013794,0.264576,-0.405279,0.129077
0.465446,0.300542,-0.454662,-1.3966
0.125383,0.054841,-0.594718,-1.362917
0.587533,0.499596,0.397179,0.063913
0.460975,0.311421,0.177072,-1.498765
0.531212,0.433982,0.111721,-1.598025
0.539086,0.039307,-0.613807,-1.171302
0.907332,0.199451,-0.312659,-0.704876
0.685191,0.340139,-0.95167,-0.033251
0.858885,0.013291,-0.352444,0.211914
0.293858,0.241444,-0.082609,-1.296053
0.591852,0.29868,-0.5403,-1.697738
0.319371,0.234501,-0.563352,-0.861535
0.890593,0.350484,-0.042882,-0.5125
0.941848,0.484916,-0.073859,0.362042
0.776516,0.290654,-0.535884,-1.419439
0.282506,0.458824,0.831524,-1.478218
0.086992,0.172564,-0.474831,-1.639128
0.965759,0.376562,-0.536889,0.394852
0.43473,0.036011,-0.589529,-1.201335
0.547356,0.158099,-0.532779,-1.466537
0.343404,0.221149,-0.258372,-0.475058
0.201419,0.405661,0.431579,0.289779
0.843,0.348013,-0.446329,0.975811
0.877409,0.481224,-0.180127,0.361999
0.523247,0.215,-0.21257,-1.524059
0.024857,0.002136,-0.986825,-1.788289
0.982681,0.302235,-0.71888,0.158169
0.824994,0.314977,-0.281888,0.565864
0.362264,0.071061,-0.752866,-1.070117
0.858686,0.278172,-0.358628,-1.445054
0.098772,0.222004,-0.110509,-0.238121
0.989593,0.250126,-0.756857,-0.397366
0.036851,0.125505,-0.614733,-0.948003
0.447211,0.399222,0.087242,-0.90972
0.236149,0.134905,-0.373824,-0.909293
0.467948,0.185412,-0.552835,-0.736272
0.878172,0.019272,0.240421,-0.354462
0.301686,0.434226,0.867399,-0.106309
0.229923,0.162249,-0.246181,-0.639674
0.511986,0.072053,-0.483317,-0.606844
0.381201,0.185046,-0.103229,-0.509906
0.434821,0.41471,0.219923,-0.985788
0.149035,0.085893,-0.443827,-0.608163
0.828916,0.286152,-0.826749,-1.395781
0.154101,0.030457,-0.339647,-1.189339
0.2645,0.358236,1.109242,-0.312282
0.815,0.314092,-0.746513,-0.724164
0.824323,0.496712,-0.052606,0.930972
0.237659,0.411398,0.715199,-0.036874
0.233982,0.202853,-0.073536,-1.488624
0.153185,0.456229,0.177465,-0.396152
0.538369,0.011002,-0.635164,-1.701316
0.019547,0.338674,-0.263478,-1.069968
0.523217,0.336995,-0.356088,-0.815499
0.770825,0.156847,-0.612211,-0.831361
0.014603,0.123613,-0.397094,-1.334537
0.089067,0.285023,-0.334533,-1.42205
0.739147,0.387137,-0.036375,-0.823674
0.638331,0.124681,-0.595206,-0.483416
0.898405,0.358389,-0.400328,0.358636
0.072953,0.074708,-0.634045,-1.928827
0.85684,0.046448,-0.02689,-0.188428
0.473884,0.398917,0.38751,-1.507116
0.345769,0.127626,-0.121945,-1.033849
0.695384,0.470726,0.149844,-0.042528
0.57348,0.284962,-0.308044,-1.105469
0.014054,0.206378,0.088542,-2.177584
0.391699,0.006775,-0.508706,-1.958619
0.30518,0.380026,0.218714,-0.261754
0.23621,0.005081,-0.97933,-1.133852
0.793362,0.354772,0.164771,0.179253
0.450752,0.273655,-0.121733,-1.218427
0.437385,0.455299,-0.168237,-1.338989
0.262928,0.016266,-0.234122,0.037692
0.925368,0.452308,-0.141262,0.822216
0.237949,0.077699,-0.480261,-0.732714
0.415702,0.490593,0.33358,-1.019071
0.427054,0.410819,-0.144547,-1.203693
0.304829,0.3449,-0.123629,-0.825669
0.778622,0.445304,-0.287214,-0.489836
0.14255,0.307286,0.1447,-1.265892
0.972732,0.424308,-0.83752,-0.937528
0.71342,0.057725,-0.64269,-0.324022
0.53434,0.011902,-0.425862,-2.043373
0.505943,0.433326,0.245526,-1.589332
0.159701,0.191348,-0.140489,-0.5651
0.6701,0.355428,-0.384043,-0.032649
0.932509,0.231464,-0.458624,-0.505177
0.094957,0.150027,-0.098487,-0.895086
0.26009,0.469169,0.692638,-0.493785
0.961425,0.333623,-0.652869,0.010213
0.1337,0.15668,-0.179186,-0.535672
0.268971,0.214923,0.027484,-1.574656
0.424491,0.183963,-0.0388,-1.258638
0.955123,0.068681,-0.057466,-0.092215
0.215183,0.461814,0.643882,-1.157116
0.544518,0.313451,-0.484684,-1.177023
0.086641,0.307301,0.300978,-1.153596
0.559976,0.219898,-0.295561,-1.853427
0.961334,0.345037,-0.581439,-0.184013
0.885008,0.140246,-0.394088,-0.541598
0.377447,0.159396,-0.5736,-0.962072
0.05861,0.45182,-0.215541,-0.880592
0.519478,0.453269,-0.362171,-1.383861
0.470985,0.081621,-0.814385,-1.694346
0.582071,0.283146,-0.475103,-1.042102
0.275929,0.005249,-0.174079,-0.800482
0.374899,0.445991,0.42897,-1.491444
0.099763,0.461677,0.223394,-1.269113
0.573068,0.433722,-0.279216,-1.297305
0.430381,0.472221,0.078491,-0.911385
0.704768,0.102419,-0.920116,-1.141132
0.934936,0.120592,-0.080566,-0.642974
0.761074,0.446662,0.241647,0.28451
0.510674,0.026123,-0.632013,-0.814699
0.01709,0.045136,-0.707351,-2.022354
0.250401,0.067903,-0.611266,-1.556058
0.755657,0.39292,-0.223181,-0.0521
0.895293,0.477028,-0.004659,0.484927
0.63183,0.351003,-0.640205,-1.269982
0.101854,0.106859,-0.39446,-0.966187
0.405875,0.302358,0.035411,-2.534801
0.017975,0.021241,-0.73338,-1.993824
0.283314,0.163027,-0.616828,-1.252279
0.609628,0.363592,-0.540755,-1.495738
0.777081,0.152483,-0.394394,-0.35149
0.117617,0.216648,-0.256211,-1.35655
0.088945,0.419181,0.025173,0.058948
0.114427,0.241123,-0.497752,-2.01985
0.855665,0.033982,-0.5048,-0.459191
0.012192,0.319707,-0.499283,-0.642632
0.234623,0.332662,0.593331,-1.247514
0.754345,0.035065,-0.274681,-1.56697
0.260807,0.139513,-0.09146,-0.893156
0.672618,0.037201,-0.862625,-1.210856
0.726665,0.386511,-0.174073,-0.474334
0.11162,0.417273,-0.203829,-0.262655
0.619333,0.124376,-0.781505,-1.201764
0.743069,0.396994,-0.178878,-1.179041
0.69836,0.134203,-0.329461,-0.48156
0.092943,0.076768,-0.610534,-1.166969
0.769146,0.24094,-0.362196,0.136253
0.837034,0.046952,-0.259357,-0.465839
0.635615,0.012238,-0.721291,-1.603931
0.178546,0.475196,0.67446,-0.860683
0.094011,0.442084,0.418097,-0.99128
0.456428,0.380438,0.044034,-0.90023
0.24831,0.096254,-0.513594,-1.772207
0.733623,0.219181,-0.226174,-0.435472
0.691875,0.499397,0.564616,-1.24408
0.893431,0.278355,-0.451576,-0.823613
0.458335,0.093309,-0.467149,-1.414785
0.448554,0.00824,-0.872752,-0.086855
0.985824,0.172549,-0.177427,-0.850884
0.366369,0.364248,0.117406,-0.624232
0.130419,0.182071,-0.073865,-0.236244
0.038849,0.181201,-0.337387,-1.165079
0.799496,0.471855,-0.284972,0.339692
0.775021,0.418204,-0.019006,-1.058904
0.957778,0.245731,-0.436817,0.167436
0.735882,0.424598,-0.180302,-0.61583
0.284367,0.000397,-0.021029,-1.958682
0.83711,0.459449,-0.138137,-0.978479
0.383291,0.004288,-0.941716,-1.016332
0.124987,0.472847,0.085753,-0.089204
0.072892,0.038865,-0.858616,-1.356051
0.464561,0.054154,-1.028857,-1.450237
0.82797,0.41564,0.190048,0.237951
0.944701,0.366995,-0.834928,-0.407396
0.541802,0.164614,-0.372294,-1.600493
0.396201,0.001221,-0.482452,-0.96128
0.200641,0.070954,-0.160189,-1.502779
0.652232,0.212268,-0.809502,-0.942886
0.209018,0.392798,0.541693,-0.152046
0.336751,0.064668,-0.50967,-1.462507
0.814527,0.238285,-0.963696,-0.720359
0.423056,0.134569,-0.518574,-0.751046
0.751293,0.149294,-0.585089,-0.768671
0.762921,0.300725,-0.295723,-0.094556
0.849958,0.373373,-0.119888,-0.362607
0.57644,0.437201,-0.234629,-0.846876
0.289815,0.166201,-0.165193,-1.212975
0.331624,0.303304,0.388505,-0.605747
0.213275,0.270695,0.285345,-1.119399
0.878294,0.494148,0.037456,-0.806492
0.869306,0.199619,-0.23733,0.191125
0.455344,0.475288,0.413833,-0.885712
0.775021,0.240421,0.023424,-0.431352
0.567437,0.304723,-0.577691,-1.032452
0.970565,0.018112,-0.550675,-0.461197
0.099001,0.24715,-0.250326,-1.500628
0.021607,0.179034,-0.273281,-2.097962
0.546975,0.266743,-0.277031,-1.296884
0.802441,0.156771,-0.242877,-0.194736
0.499657,0.256031,-0.513587,-1.106249
0.178531,0.12076,-0.36862,-0.529284
0.803128,0.338979,0.010486,-0.441273
0.902968,0.181064,-0.104926,-1.089023
0.02623,0.31928,-0.266313,-1.215734
0.595102,0.355718,-0.123971,-0.929621
0.300282,0.21529,0.197575,-0.909101
0.109483,0.115877,-0.146698,-1.841746
0.874952,0.035966,0.122792,-1.480247
0.709117,0.049454,-0.852492,-0.697751
0.324483,0.190265,-0.269662,-0.95275
0.326619,0.387243,0.37764,-1.177562
0.288914,0.344213,0.498639,-2.081979
0.25156,0.195056,-0.578321,-1.056891
0.244099,0.065721,-0.404816,-0.198398
0.018479,0.215885,-0.039802,-1.4521
0.717586,0.067063,-0.705446,0.290336
0.579309,0.194766,-0.339524,-0.345487
0.493233,0.071122,-0.355804,-1.118372
0.967086,0.21825,-0.27319,0.297389
0.316075,0.0963,-0.15182,-0.714862
0.743984,0.22855,-0.51418,-1.219783
0.195941,0.118166,-0.420994,-0.794922
0.18471,0.422385,0.311001,-0.765043
0.581918,0.473915,-0.331464,-0.959311
0.068574,0.026398,-0.534975,-2.38413
0.741924,0.048463,-0.348642,-1.009847
0.950759,0.323705,-0.678502,-0.40409
0.541527,0.424872,-0.422453,-1.295226
0.334737,0.162127,-0.3633,-0.720809
0.540841,0.13727,-1.241226,-1.109447
0.245411,0.260227,0.580662,-0.930647
0.550332,0.09691,-0.617441,-0.123402
0.613367,0.01294,-0.312185,-1.059086
0.25156,0.092744,-0.257365,-0.019953
0.623194,0.325566,-0.739909,-0.61677
0.72134,0.228977,-0.320929,-1.479584
0.357031,0.265537,-0.192294,-1.598259
0.5729,0.167529,-0.548574,-1.397154
0.284443,0.434943,0.636131,-0.780167
0.88896,0.049073,0.506821,-0.204427
0.981689,0.453239,-0.061193,-0.486526
0.153994,0.483711,0.317831,-0.391526
0.603754,0.052476,-0.644704,-0.97217
0.456794,0.265705,-0.029542,-0.569995
0.639307,0.140154,-0.484038,0.043521
0.922515,0.16202,-0.286219,-0.499156
0.806516,0.219745,-1.10053,-1.436828
0.471504,0.032151,-0.878102,-0.965803
0.84184,0.233829,-0.685458,-0.079013
0.950423,0.168002,0.081207,0.12026
0.543664,0.220249,-0.304866,-0.835443
0.789014,0.399603,-0.060171,-0.768513
0.956313,0.064302,-0.333927,-1.542757
0.910155,0.497124,0.250796,0.187735
0.013687,0.089052,-1.256917,-1.879499
0.762951,0.214023,-0.352698,-1.241123
0.131624,0.457832,0.590441,-0.699002
0.027604,0.418692,-0.324466,-1.152059
0.97113,0.345556,-0.621142,-0.289467
0.414603,0.178531,-0.452734,-0.958059
0.462364,0.435966,0.314873,-1.577758
0.97258,0.327306,-0.379018,-0.881053
0.386328,0.124743,-0.786935,-1.698302
0.996002,0.185382,-0.555903,-0.832658
0.588296,0.391928,-0.149272,0.087619
0.178134,0.062058,0.200081,-0.05167
0.354208,0.451789,0.532848,-0.941458
0.401022,0.174563,-0.581334,-0.794832
0.689998,0.010773,-0.752899,-1.331402
0.247959,0.383978,0.855309,-0.145265
0.160006,0.05153,-0.652929,-1.564639
0.762997,0.017914,-0.81168,-0.356869
0.196414,0.153338,0.164442,-1.248776
0.455451,0.042496,-1.008873,-1.045894
0.55642,0.394827,-0.095929,-2.36268
0.09427,0.272236,-0.241675,-1.766102
0.85124,0.415503,-0.199294,-0.036546
0.879225,0.415381,0.272922,0.115982
0.811246,0.149569,-0.221371,-0.609155
0.686915,0.461799,0.141384,-0.114655
0.606043,0.014466,-0.558473,-0.237551
0.045212,0.411948,0.163305,-0.886637
0.960296,0.199985,-0.403629,-1.32208
0.013535,0.278813,-0.515575,-0.463315
0.426184,0.256138,-0.484145,-0.76375
0.071244,0.186603,-0.416187,-1.021008
0.956832,0.192859,-0.264596,-0.622687
0.929335,0.21854,-0.348628,0.332263
0.925795,0.244953,-0.388319,-0.735737
0.988937,0.427253,-0.302358,-0.221315
0.274784,0.253239,0.407885,-0.524865
0.114427,0.443961,0.255975,-0.662111
0.566796,0.123995,-0.589404,-1.06419
0.580041,0.11928,-0.296587,-1.483958
0.585428,0.38996,-0.392955,-0.08114
0.448325,0.092378,-0.603715,-1.064563
0.651102,0.279805,0.048773,-1.667175
0.401236,0.443549,0.56552,-0.246421
0.078492,0.313359,-0.105646,-1.453037
0.027451,0.358755,-0.210785,-1.590127
0.045686,0.38584,-0.324782,-0.434068
0.144472,0.132921,-0.293811,-1.448797
0.221408,0.495811,0.366176,-0.715435
0.584726,0.067399,-0.506712,-0.763328
0.89485,0.48658,0.141738,-0.511802
0.547112,0.063691,-0.499366,-1.540071
0.525353,0.453727,0.243648,-0.63312
0.076936,0.328908,-0.357796,-1.03104
0.378119,0.106462,-0.840999,-1.167793
0.609766,0.331838,-0.610313,-1.082484
0.917128,0.171237,-0.029045,-0.406281
0.024079,0.28777,-0.212751,-1.040857
0.304005,0.068254,-0.569652,-1.039089
0.532601,0.014618,-0.68764,-1.420417
0.75758,0.399283,-0.016103,-0.442339
0.294926,0.202701,0.08347,-1.256409
0.756756,0.24181,-0.424343,-1.107348
0.912963,0.042481,-0.301022,0.152376
0.956497,0.083558,-0.384709,-1.020365
0.155734,0.112673,-0.143562,-1.200075
0.213214,0.311681,0.305801,-1.067111
0.778698,0.183841,-0.390782,-0.137945
0.18056,0.440574,0.231287,-0.885806
0.507485,0.348409,-0.689898,-0.879769
0.201343,0.087602,0.026126,-0.889695
0.960571,0.304479,-0.496109,-0.171348
0.352255,0.371374,-0.166262,-1.010663
0.468315,0.300282,0.139075,-1.230554
0.570306,0.158602,-0.059682,-1.422017
0.131853,0.484611,0.082983,-0.763622
0.188556,0.069017,-0.220041,-0.988825
0.819837,0.434882,-0.023848,-0.034101
0.973709,0.007507,-0.050496,0.385026
0.017075,0.017823,-0.965622,-0.810414
0.052918,0.407645,0.060472,-0.762149
0.50898,0.303441,-0.210331,-0.253459
0.683253,0.355795,-0.420725,0.211431
0.29723,0.142855,-0.03401,-1.564714
0.048264,0.237583,0.02928,-1.385265
0.865827,0.383215,0.169952,0.235985
0.901732,0.240162,-0.504912,0.202462
0.903899,0.177798,-0.391996,-1.284012
0.52166,0.403174,0.249819,-1.254685
0.60943,0.027085,-1.120253,-1.773965
0.132998,0.452735,0.506705,-1.241252
0.869566,0.224689,-0.273892,-0.430211
0.880934,0.067353,0.033784,-0.369993
0.986984,0.111345,-0.15025,-0.070775
0.256321,0.361395,0.636518,0.209814
0.777447,0.494469,0.050707,-0.652951
0.95227,0.216953,-0.479092,-1.196425
0.812543,0.02974,-0.278375,-0.698718
0.919722,0.171725,0.318262,-0.175981
0.406622,0.106294,-0.860131,-1.313886
0.256275,0.054368,0.062711,-0.649603
0.459663,0.383658,-0.06037,0.164919
0.202289,0.351522,0.27667,0.278864
0.360906,0.056016,-0.575452,-1.569966
0.029557,0.469123,-0.298657,-0.948875
0.215793,0.045563,-0.494493,-0.96453
0.286107,0.392157,0.330497,-1.277086
0.343236,0.475563,0.415556,-1.413529
0.507225,0.026001,-0.318709,-1.692207
0.85214,0.057877,0.079851,-0.99544
0.595865,0.448417,-0.458681,-1.358914
0.487816,0.279652,-0.241196,-0.78085
0.723445,0.317403,-0.170565,0.235826
0.42385,0.147219,-0.310694,-1.221142
0.941344,0.393484,-0.351151,-0.342248
0.850309,0.142519,-0.675986,-0.424043
0.650889,0.148898,-0.520762,-0.557481
0.076493,0.418967,0.185482,-0.911046
0.6636,0.406271,0.11482,-0.089696
0.617807,0.364752,-0.220215,-1.651978
0.038621,0.043702,-1.272108,-2.047681
0.129808,0.023224,-0.211399,-1.629246
0.720317,0.208621,-0.820498,-1.036867
0.83537,0.04065,-0.351685,-0.405916
0.307012,0.211841,0.008816,-0.872427
0.536614,0.178454,-0.388369,-1.306589
0.351629,0.302098,-0.096411,-0.348493
0.620188,0.306554,-0.422449,-0.699018
0.469657,0.180331,-0.38465,-2.068666
0.399023,0.238437,-0.415331,-0.957119
0.631617,0.365515,-0.168448,-1.358624
0.673716,0.333684,-0.738171,-1.474745
0.33695,0.455573,0.052747,-1.154174
0.137407,0.17615,-0.245983,-0.48065
0.482994,0.216968,-0.672586,-1.929634
0.218372,0.328573,0.556835,-2.080638
0.853864,0.278447,-0.483984,-0.329595
0.424186,0.498878,0.121313,-1.579245
0.736339,0.159182,-0.586662,-0.530591
0.20676,0.353826,0.525969,-1.542422
0.127596,0.351431,0.122949,-2.031433
0.809491,0.120974,-0.727448,0.336237
0.284642,0.235599,0.049754,-0.959736
0.764034,0.466529,0.427328,-0.356744
0.380423,0.275029,0.043811,-1.752665
0.259464,0.392065,0.633495,-1.711855
0.574655,0.267002,-0.441567,-0.298094
0.278447,0.038697,-0.300319,-0.762342
0.511971,0.18703,-0.231809,-0.685899
0.257755,0.335302,-0.117828,-0.587756
0.448768,0.499275,-0.160648,0.083601
0.9037,0.089509,0.092961,-1.145713
0.939269,0.499916,-0.142903,0.13292
0.832334,0.081361,-0.126552,-0.987519
0.893889,0.45951,-0.285166,0.082007
0.597498,0.17406,-0.57421,-1.079014
0.217258,0.379553,0.584483,-0.539404
0.818601,0.457832,-0.221495,-0.461681
0.368139,0.079438,-0.318186,-1.311714
0.843763,0.390219,-0.020348,0.303423
0.370474,0.100084,-0.734034,-0.591483
0.965667,0.389578,-0.696343,-0.473019
0.456352,0.244129,-0.02537,-0.89675
0.429603,0.117189,-1.128111,-0.649077
0.732357,0.133593,-0.71131,-1.310332
0.053071,0.235294,0.341396,-1.703361
0.530663,0.068391,-0.460138,-0.416071
0.871015,0.383108,-0.099522,-0.155012
0.266163,0.120699,-0.241242,-1.835933
0.007294,0.138277,-0.776044,-2.005461
0.748623,0.055451,-0.588756,-0.975969
0.103578,0.054978,-0.442129,-1.282447
0.071015,0.286488,-0.130855,-1.327452
0.576226,0.136584,-0.494122,-0.55845
0.128923,0.34464,0.343669,-1.698389
0.950179,0.137301,-0.45662,0.35677
0.537667,0.140887,-0.099938,-1.08612
0.622095,0.35201,-0.3544,-0.20206
0.207156,0.268879,0.143659,-1.824986
0.648783,0.071458,-0.479078,-0.003609
0.497185,0.467308,-0.151786,-0.850599
0.492561,0.241596,-0.494305,-0.721632
0.032273,0.064057,-0.604315,-1.184707
0.515892,0.153979,-0.502737,-1.292961
0.052125,0.062547,-0.788952,-2.01878
0.747967,0.036454,-0.754486,-0.030638
0.145541,0.297658,-0.152785,-1.168907
0.884474,0.275792,-0.487322,-0.708878
0.701564,0.01825,-0.655733,-0.851405
0.091859,0.428061,0.052076,-1.222608
0.149813,0.366445,0.555177,-0.960008
0.697505,0.224964,-0.795094,-0.601602
0.921935,0.141146,-0.426773,-0.212765
0.157366,0.451514,0.703531,0.098567
0.706218,0.064698,-0.461023,-1.318471
0.170779,0.221195,-0.184356,-0.889238
0.514778,0.071565,-0.888185,-2.384386
0.449226,0.275303,0.171241,-1.25283
0.190127,0.475151,0.123873,-1.105749
0.390555,0.268711,-0.015984,-0.512145
0.16347,0.30219,0.279685,-1.233114
0.371145,0.233875,0.035339,-0.507918
0.127871,0.046357,-0.582407,-1.776868
0.371389,0.47808,0.510216,0.08926
0.923705,0.415015,0.007108,-0.012067
0.541436,0.150683,-0.092858,-1.392846
0.815961,0.083894,-0.373879,-0.82918
0.246677,0.172885,-0.594317,-2.243516
0.360494,0.021759,-0.757146,-1.082329
0.56083,0.421881,-0.028217,-1.044383
0.597162,0.001572,-0.420014,-1.220806
0.27013,0.457908,0.698575,-0.503436
0.585641,0.335485,-0.070755,-0.256255
0.127138,0.17615,0.035196,-0.820472
0.471275,0.171374,0.154812,-1.073804
0.329381,0.253803,0.092903,-1.119503
0.427054,0.042161,-0.202182,-1.568729
0.188724,0.114916,0.127453,-0.116344
0.498894,0.011658,-0.877908,-1.683893
0.670756,0.210285,-0.292474,-1.275319
0.765835,0.468605,0.412415,-0.92588
0.566354,0.058457,-0.836496,-0.812884
0.319677,0.435737,0.153954,-1.208928
0.158419,0.3149,0.368255,-0.63748
0.114214,0.122683,-0.089686,-1.881602
0.453681,0.208698,-0.125601,-1.140716
0.877531,0.024445,0.417514,0.089984
0.748211,0.391806,-0.157412,-0.260689
0.046921,0.493568,0.245533,-0.938025
0.264286,0.052522,-0.655453,-0.792169
0.802976,0.420844,-0.091988,-0.686099
0.468925,0.489525,-0.028666,-1.196098
0.955123,0.074342,-0.131899,-0.513355
0.141405,0.078401,-0.194678,-1.655939
0.597894,0.453285,0.208381,-0.76958
0.534066,0.108644,-0.503334,-1.280369
0.582071,0.016312,-0.699218,-1.702136
0.23856,0.470817,0.556034,-2.106862
0.979049,0.151812,-0.029626,-0.440379
0.8916,0.429694,-0.073415,-0.258611
0.733745,0.421805,0.18116,-0.645008
