id,z1,z2,z3,z4,z5,z6
96,-1.753215,-1.451406,-0.98084,-1.089371,-0.98084,-1.089371
97,-1.936643,-1.513577,-0.626043,-2.32539,-0.626043,-2.32539
98,-0.952008,-1.092354,-0.38325,-0.978913,-0.38325,-0.978913
99,-1.024984,-1.446367,-0.052964,-1.317865,-0.052964,-1.317865
100,-1.641644,-1.53921,-0.678357,-0.974401,-0.678357,-0.974401
101,-0.753334,-1.129737,-0.4041,-1.186728,-0.4041,-1.186728
102,-1.974953,-1.434132,-0.717649,-0.242931,-0.717649,-0.242931
103,-1.53392,-1.325791,-0.251997,-0.889428,-0.251997,-0.889428
104,-0.918315,-1.089832,-0.240214,-1.788103,-0.240214,-1.788103
105,-0.405633,-0.712615,-0.468397,-0.577941,-0.468397,-0.577941
106,-0.275055,-0.787523,-0.388851,-0.886275,-0.388851,-0.886275
107,0.144028,-0.30982,-0.596479,-0.068705,-0.596479,-0.068705
108,0.033458,-0.346104,-0.667444,-1.571773,-0.667444,-1.571773
109,-0.364356,-0.735045,-0.596395,-2.056664,-0.596395,-2.056664
110,1.248008,0.285559,-0.779642,-2.219213,-0.779642,-2.219213
111,1.899023,0.63463,0.115541,-1.415538,0.115541,-1.415538
112,-1.404949,-1.422885,-0.975268,-1.667441,-0.975268,-1.667441
113,-0.850546,-1.414442,-0.147213,-2.507871,-0.147213,-2.507871
114,-0.660522,-1.171641,-0.005972,-0.805391,-0.005972,-0.805391
115,-0.597531,-1.117984,-0.547901,-1.388053,-0.547901,-1.388053
116,-0.028427,-1.256227,0.062872,-1.077804,0.062872,-1.077804
117,-0.22266,-1.373683,0.244585,-0.164564,0.244585,-0.164564
118,0.180435,-1.167045,-0.025521,-0.274727,-0.025521,-0.274727
119,-0.610676,-1.320149,0.158204,-0.120762,0.158204,-0.120762
120,-0.718892,-1.353911,-0.37086,-1.300501,-0.37086,-1.300501
121,0.2211,-0.814507,-0.007596,0.003907,-0.007596,0.003907
122,0.351519,-0.115219,0.164377,-1.063999,0.164377,-1.063999
123,0.665478,0.206394,-0.583225,-1.142792,-0.583225,-1.142792
124,0.755142,0.32075,-0.680582,-0.656278,-0.680582,-0.656278
125,0.627328,0.037251,-0.009012,-1.152894,-0.009012,-1.152894
126,0.124379,-0.754169,0.046834,-2.037121,0.046834,-2.037121
127,0.647601,-0.046618,0.341106,-0.036168,0.341106,-0.036168
128,0.776942,-0.305166,-0.209645,-1.075977,-0.209645,-1.075977
129,0.726662,-0.362787,-0.517288,-1.410391,-0.517288,-1.410391
130,0.832466,0.194867,-0.503336,-0.854118,-0.503336,-0.854118
131,0.719044,-0.426679,-0.431115,-1.229912,-0.431115,-1.229912
132,0.808099,-0.072909,-0.278218,-1.409812,-0.278218,-1.409812
133,1.75579,0.247278,0.209567,-1.911433,0.209567,-1.911433
134,1.472556,0.369998,0.30516,-0.039342,0.30516,-0.039342
135,0.404829,-0.292512,-0.45574,-0.753438,-0.45574,-0.753438
136,0.30571,-0.270413,-0.485471,-1.03316,-0.485471,-1.03316
137,0.807208,-0.050708,-0.07999,-1.257723,-0.07999,-1.257723
138,0.033914,-0.344114,-0.381186,-0.374629,-0.381186,-0.374629
139,0.169668,-0.313843,-0.272534,-2.267092,-0.272534,-2.267092
140,0.299924,-0.403724,-0.436871,-0.772782,-0.436871,-0.772782
141,0.931405,-0.242161,0.072529,-0.74865,0.072529,-0.74865
142,1.160986,0.341875,-0.133166,-0.724525,-0.133166,-0.724525
143,1.046137,-0.023969,-0.010209,-1.055048,-0.010209,-1.055048
144,1.145161,0.334979,0.166658,-0.091169,0.166658,-0.091169
145,1.706438,0.496657,-0.018453,0.060169,-0.018453,0.060169
146,2.021739,0.500018,0.356985,-2.216206,0.356985,-2.216206
147,1.704799,0.463505,-0.030798,-1.714434,-0.030798,-1.714434
148,0.9541,0.294166,-0.128525,-1.397991,-0.128525,-1.397991
149,1.770241,0.444267,0.189979,-0.580032,0.189979,-0.580032
150,0.514037,0.14473,-0.046229,0.586725,-0.046229,0.586725
151,1.185305,0.387692,-0.230445,-1.425473,-0.230445,-1.425473
152,0.503265,0.177648,-0.315202,-0.859652,-0.315202,-0.859652
153,0.388384,0.189245,-0.412395,0.066416,-0.412395,0.066416
154,0.579686,0.199998,-0.038715,-0.511457,-0.038715,-0.511457
155,1.054228,0.22678,0.264784,-1.575386,0.264784,-1.575386
156,0.900233,0.22875,-0.038193,-0.670955,-0.038193,-0.670955
157,0.007852,0.100507,-0.368912,-1.417831,-0.368912,-1.417831
158,1.205255,0.448908,-0.039599,-0.317272,-0.039599,-0.317272
159,0.705361,0.249953,-0.291214,-1.589469,-0.291214,-1.589469
160,0.771485,0.267479,0.222412,-0.796662,0.222412,-0.796662
161,1.471496,0.343674,-0.318516,-0.502824,-0.318516,-0.502824
162,1.033554,0.20775,-0.522874,-1.318389,-0.522874,-1.318389
163,1.214872,0.254117,0.090496,-1.530952,0.090496,-1.530952
164,0.539513,-0.299491,0.113484,-1.340079,0.113484,-1.340079
165,0.748335,0.222383,-0.139389,-2.80438,-0.139389,-2.80438
166,0.728625,0.232957,-0.011504,-0.573591,-0.011504,-0.573591
167,0.317445,-0.025701,-0.483296,-0.576207,-0.483296,-0.576207
168,0.059072,-0.603857,0.263171,-0.176494,0.263171,-0.176494
169,-1.870661,-1.682314,-1.074806,-0.956288,-1.074806,-0.956288
170,-0.376466,-1.634874,0.212909,-1.573073,0.212909,-1.573073
171,-1.586141,-1.685393,-0.28256,-0.227894,-0.28256,-0.227894
172,-1.252177,-1.65649,-0.124242,-0.131303,-0.124242,-0.131303
173,-1.057788,-1.615422,-0.239151,-2.150355,-0.239151,-2.150355
174,-1.589919,-1.707619,-0.304625,-1.127154,-0.304625,-1.127154
175,-1.086559,-1.681267,-0.250976,0.189249,-0.250976,0.189249
176,-1.150754,-1.736196,0.26435,-1.21049,0.26435,-1.21049
177,-1.420211,-1.779362,-0.079162,-1.136211,-0.079162,-1.136211
178,-1.3335,-1.344845,-0.387609,-1.20835,-0.387609,-1.20835
179,-1.043265,-1.394574,0.209002,-0.893329,0.209002,-0.893329
180,-1.543219,-1.569524,-0.499683,-1.168824,-0.499683,-1.168824
181,-1.899796,-1.323983,-0.633584,-1.777182,-0.633584,-1.777182
182,-0.208005,-0.837068,-0.297327,-1.708503,-0.297327,-1.708503
183,-2.025363,-1.649428,-0.94328,-0.812176,-0.94328,-0.812176
184,-1.408849,-1.396958,-0.15205,-1.001081,-0.15205,-1.001081
185,-1.275354,-1.262647,-0.607948,0.549541,-0.607948,0.549541
186,0.019272,-1.247991,0.60615,-0.840977,0.60615,-0.840977
187,-1.359116,-1.563407,-0.619908,-1.709834,-0.619908,-1.709834
188,-1.445166,-1.439079,-0.53107,-1.972343,-0.53107,-1.972343
189,-1.729858,-1.795034,-0.621069,-0.921695,-0.621069,-0.921695
190,-2.18059,-1.908358,-0.152793,-0.360126,-0.152793,-0.360126
191,-0.663501,-1.093609,-0.69018,-0.848583,-0.69018,-0.848583
192,-2.259748,-1.674502,-0.744894,-0.872131,-0.744894,-0.872131
193,-1.779288,-1.553402,-0.426018,-1.510392,-0.426018,-1.510392
194,-1.284151,-1.308865,-0.425262,-1.797181,-0.425262,-1.797181
195,0.199561,-0.611294,-0.396846,-0.610424,-0.396846,-0.610424
196,-1.50366,-1.298493,-0.681646,-1.847682,-0.681646,-1.847682
197,-0.921263,-1.119485,-0.22898,-0.531389,-0.22898,-0.531389
198,-0.102174,-0.813001,0.121844,-0.264461,0.121844,-0.264461
199,-0.63315,-1.02181,-0.727853,-1.059328,-0.727853,-1.059328
200,-0.71901,-1.072782,-0.302103,-2.33988,-0.302103,-2.33988
201,-1.258721,-1.236903,-0.718672,-1.014795,-0.718672,-1.014795
202,-1.329939,-1.34975,-0.501989,-1.778001,-0.501989,-1.778001
203,-1.333575,-1.139675,-0.322861,-1.056726,-0.322861,-1.056726
204,-1.957451,-1.172894,-0.761378,-0.896949,-0.761378,-0.896949
205,-1.040398,-0.970752,-0.56606,-0.427016,-0.56606,-0.427016
206,-0.581516,-0.788536,-0.819351,-1.808629,-0.819351,-1.808629
207,-1.217856,-0.913468,-0.233151,-0.741117,-0.233151,-0.741117
208,-1.112471,-1.039151,0.028852,-2.248184,0.028852,-2.248184
209,-0.681763,-0.635937,-0.313246,0.120013,-0.313246,0.120013
210,-1.145672,-0.51939,0.023652,-1.858207,0.023652,-1.858207
211,-1.247347,-0.254204,-0.809268,-2.094775,-0.809268,-2.094775
212,-1.259032,-0.629898,0.099107,-2.04667,0.099107,-2.04667
213,-0.838797,-0.285483,-0.165419,-3.112238,-0.165419,-3.112238
214,0.354559,0.683798,-0.525523,-0.911648,-0.525523,-0.911648
215,-0.895876,0.213381,-0.874974,-0.502497,-0.874974,-0.502497
216,-1.131586,-0.814488,0.063979,-0.961947,0.063979,-0.961947
217,-1.276462,-0.224468,-0.175728,-1.747679,-0.175728,-1.747679
218,-1.389718,-0.397248,-0.622231,-0.530412,-0.622231,-0.530412
219,-0.332726,0.112575,-0.081185,0.10822,-0.081185,0.10822
220,-0.442471,-0.685334,-0.615447,-0.092492,-0.615447,-0.092492
221,-1.574751,-1.029456,-0.677668,-1.394094,-0.677668,-1.394094
222,-0.315679,-0.677284,-0.364137,-0.975554,-0.364137,-0.975554
223,-0.167117,-0.66271,-0.181315,-1.246956,-0.181315,-1.246956
224,-0.675111,-0.80216,-0.659738,-0.358624,-0.659738,-0.358624
225,-0.815989,-0.761682,-0.831913,-0.530996,-0.831913,-0.530996
226,-0.636046,-0.710591,-0.226714,-0.957467,-0.226714,-0.957467
227,-0.837322,-0.661792,-0.743865,-1.621866,-0.743865,-1.621866
228,-0.212193,-0.489142,-0.117475,-0.932696,-0.117475,-0.932696
229,0.237361,-0.292834,0.07113,-2.031254,0.07113,-2.031254
230,-0.85851,-0.666011,-0.323569,-0.601567,-0.323569,-0.601567
231,-0.8843,-0.312201,-0.611874,-0.128646,-0.611874,-0.128646
232,0.117291,-0.082776,-0.137957,-0.615969,-0.137957,-0.615969
233,-0.020056,-0.268743,-0.556664,-0.954778,-0.556664,-0.954778
234,-0.104194,-0.071226,-0.57259,-0.519765,-0.57259,-0.519765
235,0.194349,0.073009,-0.347319,-0.729798,-0.347319,-0.729798
236,-0.159401,0.015889,-0.312464,-1.307016,-0.312464,-1.307016
237,-0.235455,0.076549,-0.679952,-0.718085,-0.679952,-0.718085
238,-0.523725,0.10431,-0.357691,-0.969441,-0.357691,-0.969441
239,0.031028,-0.833634,-0.232645,-1.544878,-0.232645,-1.544878
240,0.228742,-0.875251,-0.335981,-0.512656,-0.335981,-0.512656
241,-1.016796,-1.376923,-0.312582,-1.453904,-0.312582,-1.453904
242,-1.222451,-1.510864,0.075461,-1.990829,0.075461,-1.990829
243,-1.436866,-1.492749,-0.537792,-0.622567,-0.537792,-0.622567
244,-0.800321,-1.315371,-0.365609,-0.31753,-0.365609,-0.31753
245,-0.977909,-1.399861,-0.309918,-1.205895,-0.309918,-1.205895
246,-0.742123,-1.420932,-0.223185,-2.134029,-0.223185,-2.134029
247,-0.573211,-1.066674,-0.805367,-1.063585,-0.805367,-1.063585
248,-1.54407,-1.664025,-0.742918,-0.582781,-0.742918,-0.582781
249,-1.181198,-1.289379,-0.701837,-1.192964,-0.701837,-1.192964
250,-1.631235,-1.55248,-0.8833,-1.782648,-0.8833,-1.782648
251,-1.371203,-1.614477,-0.585069,-0.55176,-0.585069,-0.55176
252,-1.685594,-1.720872,-0.854298,-0.972071,-0.854298,-0.972071
253,-0.835946,-1.668774,0.268519,-1.237769,0.268519,-1.237769
254,0.014074,-0.821927,-0.249654,-0.13316,-0.249654,-0.13316
255,-1.035842,-1.525949,-0.482511,-1.550815,-0.482511,-1.550815
256,0.119966,-0.597737,-0.275265,-2.0005,-0.275265,-2.0005
257,-0.565083,-1.042327,-0.069309,-1.203526,-0.069309,-1.203526
258,-1.555894,-1.668182,-0.598529,-0.696691,-0.598529,-0.696691
259,-1.522756,-1.787177,-0.227217,-1.93202,-0.227217,-1.93202
260,-1.764385,-1.88671,-0.332171,-0.946073,-0.332171,-0.946073
261,-0.858969,-1.151482,-0.557686,-0.939763,-0.557686,-0.939763
262,-1.132155,-1.454545,-0.622641,-0.18372,-0.622641,-0.18372
263,-0.924108,-1.291294,-0.369895,-0.025996,-0.369895,-0.025996
264,-0.654121,-1.531717,0.31553,-0.226874,0.31553,-0.226874
265,-1.564701,-1.975484,-0.19982,-1.376101,-0.19982,-1.376101
266,-1.908409,-2.104062,-0.322026,-1.279709,-0.322026,-1.279709
267,-2.180558,-2.21046,-0.166574,-2.082139,-0.166574,-2.082139
268,-2.294276,-2.177952,-0.126682,-1.700947,-0.126682,-1.700947
269,-1.209995,-1.348203,-0.404435,-1.628381,-0.404435,-1.628381
270,-0.533575,-1.170296,0.640058,-1.554515,0.640058,-1.554515
271,-0.474642,-0.970411,-0.112035,-1.225076,-0.112035,-1.225076
272,-1.798912,-1.438279,-0.958429,-0.540689,-0.958429,-0.540689
273,-0.877663,-1.188925,-0.140071,-0.646079,-0.140071,-0.646079
274,-0.571583,-1.481709,0.245027,-1.626799,0.245027,-1.626799
275,-1.155356,-1.219408,-0.154581,-0.258961,-0.154581,-0.258961
276,-1.106,-1.629998,-0.245919,0.108129,-0.245919,0.108129
277,-1.307566,-1.500115,-0.331074,-0.162917,-0.331074,-0.162917
278,-0.858529,-0.712457,-0.52187,-1.316989,-0.52187,-1.316989
279,-0.360141,-0.556317,-0.04288,-0.842935,-0.04288,-0.842935
280,0.625504,-0.548326,0.439048,-0.997711,0.439048,-0.997711
281,0.604766,-0.38973,-0.183643,-1.351127,-0.183643,-1.351127
282,0.089309,-0.682666,-0.321428,-1.654139,-0.321428,-1.654139
283,0.16382,-0.365764,-0.70887,-0.702519,-0.70887,-0.702519
284,0.40682,-0.326254,-0.071562,-1.478191,-0.071562,-1.478191
285,0.671999,-0.025333,-0.655906,-2.07796,-0.655906,-2.07796
286,0.223211,0.101613,-0.958423,-1.479229,-0.958423,-1.479229
287,-0.129414,-0.344539,-0.376552,-1.781642,-0.376552,-1.781642
288,-0.461662,-0.198772,-0.872016,-1.605096,-0.872016,-1.605096
289,-0.998276,-0.266392,-0.03111,-1.435,-0.03111,-1.435
290,-0.140004,0.079851,-0.739335,-0.641198,-0.739335,-0.641198
291,-0.048063,0.261345,-0.596904,-0.862134,-0.596904,-0.862134
292,-0.36773,0.25996,-0.838466,-1.68068,-0.838466,-1.68068
293,0.235632,0.251933,-0.672734,-0.965169,-0.672734,-0.965169
294,0.080827,-0.372268,-0.339829,-0.889981,-0.339829,-0.889981
295,-0.764221,-0.859257,-0.477978,-0.30398,-0.477978,-0.30398
296,-0.233898,-0.344656,-0.441478,0.122856,-0.441478,0.122856
297,-0.122083,-0.066501,-0.344505,-0.239362,-0.344505,-0.239362
298,-0.119957,0.134293,-0.389501,-0.892331,-0.389501,-0.892331
299,-0.490789,-0.091973,-0.644847,-1.696821,-0.644847,-1.696821
300,0.770093,0.438124,0.141398,-2.355806,0.141398,-2.355806
301,-0.844638,-1.085679,-0.095419,-1.269178,-0.095419,-1.269178
302,0.526815,0.093368,0.136545,-2.732449,0.136545,-2.732449
303,0.024555,0.501366,-0.658139,-1.055505,-0.658139,-1.055505
304,0.347248,0.601505,-0.591248,-1.229391,-0.591248,-1.229391
305,0.96167,0.77563,-0.20619,-0.060232,-0.20619,-0.060232
306,-0.291777,0.449262,-0.74692,-0.437451,-0.74692,-0.437451
307,0.469855,0.62832,-0.039341,-1.01037,-0.039341,-1.01037
308,-0.212765,0.333733,-0.430984,-0.923032,-0.430984,-0.923032
309,1.004894,0.789262,-0.206776,0.011259,-0.206776,0.011259
310,0.29859,0.591358,-0.287398,-0.361317,-0.287398,-0.361317
311,0.012172,0.541343,-0.469397,-0.463338,-0.469397,-0.463338
312,0.204082,-1.007443,-0.176265,-1.072346,-0.176265,-1.072346
313,0.204405,-0.940388,-0.66693,-0.750986,-0.66693,-0.750986
314,0.273421,-0.752109,-0.53371,-0.420171,-0.53371,-0.420171
315,-0.123905,-0.8831,-0.24469,-0.733961,-0.24469,-0.733961
316,-0.622198,-1.070312,-0.542597,-1.908907,-0.542597,-1.908907
317,0.101886,-0.734307,-0.173494,-1.671608,-0.173494,-1.671608
318,0.380057,-0.642227,0.343477,-0.933018,0.343477,-0.933018
319,-0.060277,-0.851191,-0.029277,-0.383381,-0.029277,-0.383381
320,0.176154,-0.344364,-0.066146,0.417019,-0.066146,0.417019
321,-0.895112,-0.792794,-1.230941,-0.462652,-1.230941,-0.462652
322,0.292716,-0.363526,0.02724,-1.833141,0.02724,-1.833141
323,0.06145,-0.809753,0.298028,-0.483261,0.298028,-0.483261
324,0.013222,-0.655345,-0.413331,-2.4152,-0.413331,-2.4152
325,0.320571,-0.406018,-0.212994,-0.382244,-0.212994,-0.382244
326,0.216724,-0.258437,0.24591,-0.742884,0.24591,-0.742884
327,0.305627,-0.474094,-0.283681,-0.983626,-0.283681,-0.983626
328,-0.141892,-0.599067,-0.45148,-0.686419,-0.45148,-0.686419
329,-0.119139,-0.711344,0.103202,0.020378,0.103202,0.020378
330,0.358112,-0.651922,0.405592,-0.049517,0.405592,-0.049517
331,0.021013,-0.694884,0.064603,-0.763186,0.064603,-0.763186
332,-0.519968,-0.81835,0.114425,-1.893847,0.114425,-1.893847
333,-1.331073,-0.860248,-0.643847,-0.72866,-0.643847,-0.72866
334,-0.735259,-0.837785,0.117898,-1.03278,0.117898,-1.03278
335,0.810113,0.263418,-0.384876,-2.347021,-0.384876,-2.347021
336,0.877753,0.566952,0.06196,0.451813,0.06196,0.451813
337,1.116542,0.577526,-0.176432,-1.95075,-0.176432,-1.95075
338,1.229727,0.871924,-0.047411,-0.37431,-0.047411,-0.37431
339,1.685903,0.94902,-0.405408,-1.198194,-0.405408,-1.198194
340,1.125482,0.890994,-0.552483,-0.395561,-0.552483,-0.395561
341,0.072347,-0.576439,0.042756,-1.034645,0.042756,-1.034645
342,-0.101113,-0.314012,-0.083478,-0.396977,-0.083478,-0.396977
343,-0.262046,-0.635998,0.32333,-0.866898,0.32333,-0.866898
344,0.226589,-0.205399,-0.063559,-1.777622,-0.063559,-1.777622
345,-0.083558,-0.154491,-0.553266,-1.149881,-0.553266,-1.149881
346,0.21608,-0.049398,-0.121866,0.757918,-0.121866,0.757918
347,-0.047239,0.204289,-0.539562,-0.449092,-0.539562,-0.449092
348,0.945281,0.147152,0.344536,-0.998428,0.344536,-0.998428
349,0.902907,0.139803,-0.041319,-0.902023,-0.041319,-0.902023
350,0.870136,0.000954,0.045093,-1.870565,0.045093,-1.870565
351,-0.531115,-0.462633,-0.584926,-0.148519,-0.584926,-0.148519
352,0.608863,-0.097041,0.173496,-0.47186,0.173496,-0.47186
353,0.675729,0.133366,-0.144969,-1.239541,-0.144969,-1.239541
354,0.733215,0.162481,0.070917,-1.237855,0.070917,-1.237855
355,-0.651906,-0.510643,-0.883846,-0.338993,-0.883846,-0.338993
356,1.32677,-0.168324,0.684208,-1.688101,0.684208,-1.688101
357,0.423056,-0.270748,0.01156,-0.363937,0.01156,-0.363937
358,0.605121,0.059727,-0.122117,0.009578,-0.122117,0.009578
359,0.83524,0.118969,0.106276,-1.676439,0.106276,-1.676439
360,0.248954,-0.111032,-0.10185,-0.854465,-0.10185,-0.854465
361,0.035408,-0.215007,0.419424,-0.559097,0.419424,-0.559097
362,0.088093,-0.146884,-0.375129,-0.20254,-0.375129,-0.20254
363,1.141731,0.257676,0.763851,0.243427,0.763851,0.243427
364,-0.445202,-0.50185,-0.018293,0.134403,-0.018293,0.134403
365,0.249456,0.106913,0.219159,-1.399531,0.219159,-1.399531
366,1.335129,0.327181,0.295002,-0.177323,0.295002,-0.177323
367,0.576609,0.082708,-0.272392,-0.876433,-0.272392,-0.876433
368,1.54442,0.49701,-0.084768,-1.761243,-0.084768,-1.761243
369,1.602344,0.150446,0.397471,-1.489898,0.397471,-1.489898
370,1.144025,0.246599,0.293139,-1.794117,0.293139,-1.794117
371,1.143895,0.242237,0.173867,-0.57501,0.173867,-0.57501
372,1.227323,0.082624,0.577084,-0.703894,0.577084,-0.703894
373,0.674977,-0.496676,0.86912,-1.152739,0.86912,-1.152739
374,0.35232,-0.326543,0.31801,0.010621,0.31801,0.010621
375,-0.032971,-0.191283,-0.075526,-0.836263,-0.075526,-0.836263
376,-0.144695,-0.355924,-0.063489,-1.188587,-0.063489,-1.188587
377,0.423191,-0.274683,0.209176,-1.073656,0.209176,-1.073656
378,0.101538,-0.385244,-0.031797,-1.549589,-0.031797,-1.549589
379,0.24929,-0.080966,-0.011536,0.094837,-0.011536,0.094837
